"show","week","year","atlas_text","fauci_text"
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",39,2020,0,1
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",40,2020,0,0
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",41,2020,0,6
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",42,2020,1,7
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",43,2020,0,0
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",45,2020,0,1
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",46,2020,0,1
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",47,2020,0,2
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",48,2020,1,4
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",49,2020,0,4
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",50,2020,0,0
"Early_Start_With_Christine_Romans_and_Laura_Jarrett",51,2020,0,0
