"network","week","wordcounts","show","year","death_text","health_text"
"cnn",22,1284,"Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall",2020,23,47
"cnn",25,1563,"Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall",2020,20,73
"cnn",26,2294,"Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall",2020,18,119
"cnn",28,2198,"Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall",2020,16,84
"cnn",29,1333,"Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall",2020,9,69
"cnn",30,826,"Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall",2020,13,44
"cnn",33,1756,"Coronavirus_Facts_and_Fears_A_CNN_Global_Town_Hall",2020,23,57
"cnn",13,1472,"Coronavirus_Pandemic",2020,24,87
"cnn",14,3400,"Coronavirus_Pandemic",2020,50,148
"cnn",15,580,"Coronavirus_Pandemic",2020,2,25
"cnn",16,1292,"Coronavirus_Pandemic",2020,13,57
"cnn",17,3224,"Coronavirus_Pandemic",2020,73,114
"cnn",18,1074,"Coronavirus_Pandemic",2020,22,26
"cnn",20,4287,"Coronavirus_Pandemic",2020,44,205
"cnn",21,6078,"Coronavirus_Pandemic",2020,73,229
"cnn",22,1615,"Coronavirus_Pandemic",2020,22,39
"cnn",13,6067,"Coronavirus_Pandemic_Worldwide_Coverage",2020,90,321
"cnn",14,7506,"Coronavirus_Pandemic_Worldwide_Coverage",2020,103,362
"cnn",15,4219,"Coronavirus_Pandemic_Worldwide_Coverage",2020,50,135
"cnn",16,3861,"Coronavirus_Pandemic_Worldwide_Coverage",2020,54,127
"cnn",17,9314,"Coronavirus_Pandemic_Worldwide_Coverage",2020,127,369
"cnn",18,5944,"Coronavirus_Pandemic_Worldwide_Coverage",2020,82,208
"cnn",19,4496,"Coronavirus_Pandemic_Worldwide_Coverage",2020,78,130
"cnn",20,2360,"Coronavirus_Pandemic_Worldwide_Coverage",2020,21,108
"cnn",21,6757,"Coronavirus_Pandemic_Worldwide_Coverage",2020,83,276
"cnn",22,2905,"Coronavirus_Pandemic_Worldwide_Coverage",2020,68,64
"cnn",44,12994,"Countdown_to_Election_Day",2020,165,391
"cnn",10,864,"Cuomo_Prime_Time",2020,4,19
"cnn",13,1487,"Cuomo_Prime_Time",2020,7,67
"cnn",14,1850,"Cuomo_Prime_Time",2020,30,67
"cnn",16,1133,"Cuomo_Prime_Time",2020,2,32
"cnn",17,1734,"Cuomo_Prime_Time",2020,9,105
"cnn",18,1273,"Cuomo_Prime_Time",2020,8,83
"cnn",21,1234,"Cuomo_Prime_Time",2020,9,48
"cnn",22,770,"Cuomo_Prime_Time",2020,19,20
"cnn",24,582,"Cuomo_Prime_Time",2020,5,21
"cnn",26,727,"Cuomo_Prime_Time",2020,0,28
"cnn",27,1033,"Cuomo_Prime_Time",2020,3,18
"cnn",29,823,"Cuomo_Prime_Time",2020,3,38
"cnn",30,1393,"Cuomo_Prime_Time",2020,17,24
"cnn",31,1646,"Cuomo_Prime_Time",2020,11,44
"cnn",32,1590,"Cuomo_Prime_Time",2020,6,49
"cnn",35,1846,"Cuomo_Prime_Time",2020,11,90
"cnn",36,1057,"Cuomo_Prime_Time",2020,14,50
"cnn",37,1938,"Cuomo_Prime_Time",2020,14,78
"cnn",38,1686,"Cuomo_Prime_Time",2020,15,51
"cnn",39,1734,"Cuomo_Prime_Time",2020,2,31
"cnn",40,2586,"Cuomo_Prime_Time",2020,4,68
"cnn",41,1114,"Cuomo_Prime_Time",2020,7,35
"cnn",43,669,"Cuomo_Prime_Time",2020,4,13
"cnn",44,945,"Cuomo_Prime_Time",2020,11,20
"cnn",50,311,"Cuomo_Prime_Time",2020,1,18
"cnn",39,2211,"Debate_Night_in_America",2020,13,22
"cnn",41,5267,"Debate_Night_in_America",2020,37,149
"cnn",43,4528,"Debate_Night_in_America",2020,48,62
"cnn",10,3032,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,18,82
"cnn",11,3675,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,16,85
"cnn",12,1836,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,14,62
"cnn",19,1339,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,7,51
"cnn",20,3267,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,27,115
"cnn",21,5781,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,52,191
"cnn",22,3095,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,37,96
"cnn",23,643,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,4,31
"cnn",24,3740,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,45,127
"cnn",25,5114,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,56,199
"cnn",26,1530,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,13,52
"cnn",27,2058,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,22,56
"cnn",28,5123,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,64,182
"cnn",29,4603,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,43,153
"cnn",30,4529,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,46,138
"cnn",31,3749,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,46,124
"cnn",32,5693,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,83,144
"cnn",33,1885,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,14,42
"cnn",34,1339,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,10,27
"cnn",35,2795,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,26,80
"cnn",36,4262,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,61,150
"cnn",37,2523,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,33,73
"cnn",38,1719,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,22,31
"cnn",39,1969,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,24,46
"cnn",40,2663,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,8,75
"cnn",41,4500,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,27,141
"cnn",42,4668,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,29,107
"cnn",43,2699,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,30,85
"cnn",45,2205,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,20,67
"cnn",46,5433,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,53,164
"cnn",47,3945,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,28,119
"cnn",48,6167,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,47,191
"cnn",49,5659,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,57,255
"cnn",50,4115,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,37,176
"cnn",51,1548,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,13,96
"cnn",52,3340,"Early_Start_With_Christine_Romans_and_Laura_Jarrett",2020,31,154
"cnn",44,4703,"Election_Day_in_America",2020,54,110
"cnn",45,936,"Election_Day_in_America",2020,9,25
"cnn",45,2954,"Election_Night_in_America",2020,21,38
"cnn",11,2113,"Erin_Burnett_OutFront",2020,7,123
"cnn",13,4771,"Erin_Burnett_OutFront",2020,41,268
"cnn",15,2345,"Erin_Burnett_OutFront",2020,25,53
"cnn",16,1012,"Erin_Burnett_OutFront",2020,6,59
"cnn",17,1453,"Erin_Burnett_OutFront",2020,4,44
"cnn",18,1333,"Erin_Burnett_OutFront",2020,17,80
"cnn",19,994,"Erin_Burnett_OutFront",2020,11,40
"cnn",20,1285,"Erin_Burnett_OutFront",2020,3,64
"cnn",21,2409,"Erin_Burnett_OutFront",2020,31,133
"cnn",22,834,"Erin_Burnett_OutFront",2020,25,25
"cnn",24,985,"Erin_Burnett_OutFront",2020,7,35
"cnn",25,2345,"Erin_Burnett_OutFront",2020,24,87
"cnn",26,2760,"Erin_Burnett_OutFront",2020,26,105
"cnn",27,5709,"Erin_Burnett_OutFront",2020,51,226
"cnn",28,2916,"Erin_Burnett_OutFront",2020,39,147
"cnn",29,2988,"Erin_Burnett_OutFront",2020,26,150
"cnn",30,1062,"Erin_Burnett_OutFront",2020,22,47
"cnn",31,3375,"Erin_Burnett_OutFront",2020,48,110
"cnn",33,2287,"Erin_Burnett_OutFront",2020,51,79
"cnn",34,2697,"Erin_Burnett_OutFront",2020,22,76
"cnn",35,2692,"Erin_Burnett_OutFront",2020,49,116
"cnn",36,700,"Erin_Burnett_OutFront",2020,11,25
"cnn",39,1108,"Erin_Burnett_OutFront",2020,5,47
"cnn",40,1637,"Erin_Burnett_OutFront",2020,5,41
"cnn",42,3894,"Erin_Burnett_OutFront",2020,27,124
"cnn",43,590,"Erin_Burnett_OutFront",2020,6,12
"cnn",44,1213,"Erin_Burnett_OutFront",2020,22,49
"cnn",46,1152,"Erin_Burnett_OutFront",2020,12,45
"cnn",47,1519,"Erin_Burnett_OutFront",2020,8,50
"cnn",48,728,"Erin_Burnett_OutFront",2020,5,23
"cnn",49,557,"Erin_Burnett_OutFront",2020,5,34
"cnn",51,1350,"Erin_Burnett_OutFront",2020,20,78
"cnn",52,2745,"Erin_Burnett_OutFront",2020,16,78
"cnn",53,1562,"Erin_Burnett_OutFront",2020,19,60
"cnn",30,249,"Facing_the_Realities_of_Racism_Unconscious_Bias",2020,4,8
"cnn",13,1893,"Fareed_Zakaria_GPS",2020,22,70
"cnn",14,1224,"Fareed_Zakaria_GPS",2020,14,72
"cnn",15,457,"Fareed_Zakaria_GPS",2020,6,19
"cnn",16,1052,"Fareed_Zakaria_GPS",2020,7,48
"cnn",17,1590,"Fareed_Zakaria_GPS",2020,9,47
"cnn",18,991,"Fareed_Zakaria_GPS",2020,9,20
"cnn",19,1285,"Fareed_Zakaria_GPS",2020,15,35
"cnn",21,1188,"Fareed_Zakaria_GPS",2020,12,24
"cnn",23,113,"Fareed_Zakaria_GPS",2020,5,1
"cnn",26,775,"Fareed_Zakaria_GPS",2020,4,10
"cnn",28,551,"Fareed_Zakaria_GPS",2020,6,13
"cnn",33,67,"Fareed_Zakaria_GPS",2020,2,1
"cnn",34,392,"Fareed_Zakaria_GPS",2020,7,6
"cnn",40,2381,"Fareed_Zakaria_GPS",2020,22,112
"cnn",45,420,"Fareed_Zakaria_GPS",2020,7,20
"cnn",52,1365,"Fareed_Zakaria_GPS",2020,19,60
"cnn",43,1098,"Final_Presidential_Debate",2020,21,26
"cnn",40,948,"First_Presidential_Debate",2020,15,19
"cnn",15,414,"Inside_Politics",2020,3,12
"cnn",17,1136,"Inside_Politics",2020,11,32
"cnn",20,973,"Inside_Politics",2020,6,50
"cnn",24,543,"Inside_Politics",2020,5,23
"cnn",29,1454,"Inside_Politics",2020,6,39
"cnn",31,715,"Inside_Politics",2020,2,6
"cnn",32,935,"Inside_Politics",2020,6,25
"cnn",33,842,"Inside_Politics",2020,13,35
"cnn",34,1232,"Inside_Politics",2020,13,30
"cnn",35,787,"Inside_Politics",2020,6,15
"cnn",37,1148,"Inside_Politics",2020,16,25
"cnn",45,621,"Inside_Politics",2020,8,11
"cnn",9,293,"Joe_Biden_CNN_Town_Hall",2020,4,10
"cnn",30,928,"John_Lewis_Memorial",2020,21,37
"cnn",35,1243,"March_on_Washington_2020",2020,17,22
"cnn",9,1369,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,14,53
"cnn",11,5909,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,25,191
"cnn",12,1054,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,10,62
"cnn",13,5762,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,59,298
"cnn",14,7049,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,59,333
"cnn",15,3187,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,23,134
"cnn",16,2249,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,32,92
"cnn",17,3179,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,23,124
"cnn",18,1498,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,18,66
"cnn",19,1963,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,22,82
"cnn",20,2098,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,15,107
"cnn",21,6369,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,44,176
"cnn",22,358,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,1,6
"cnn",23,1238,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,15,60
"cnn",24,2442,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,40,89
"cnn",25,2793,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,86
"cnn",26,3608,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,25,116
"cnn",27,3414,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,21,135
"cnn",28,6332,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,73,292
"cnn",29,2494,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,34,113
"cnn",30,4094,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,56,173
"cnn",31,4325,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,45,137
"cnn",32,3222,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,104
"cnn",33,3497,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,31,106
"cnn",34,3425,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,49,92
"cnn",36,1542,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,33
"cnn",37,2752,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,10,133
"cnn",38,684,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,10,32
"cnn",39,1492,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,18,57
"cnn",40,6678,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,39,244
"cnn",41,2822,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,21,139
"cnn",42,1507,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,17,43
"cnn",43,4322,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,29,148
"cnn",44,6786,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,83,244
"cnn",46,3093,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,131
"cnn",47,6872,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,66,293
"cnn",48,4378,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,55,160
"cnn",49,1522,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,21,69
"cnn",50,5890,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,62,402
"cnn",51,3512,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,22,234
"cnn",52,5369,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,71,209
"cnn",9,938,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,7,47
"cnn",10,2468,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,25,82
"cnn",11,5984,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,40,250
"cnn",12,8386,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,55,449
"cnn",13,5058,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,73,327
"cnn",14,6818,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,93,382
"cnn",15,3829,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,32,146
"cnn",16,5906,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,48,255
"cnn",17,11624,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,136,487
"cnn",18,5581,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,79,256
"cnn",19,5492,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,60,229
"cnn",20,5392,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,43,225
"cnn",21,2075,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,35,47
"cnn",22,867,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,26,14
"cnn",23,385,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,1,14
"cnn",24,5369,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,54,150
"cnn",25,5629,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,59,145
"cnn",26,3748,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,31,149
"cnn",27,3149,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,15,140
"cnn",28,7671,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,60,340
"cnn",29,8584,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,78,290
"cnn",30,4986,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,60,177
"cnn",31,3027,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,22,105
"cnn",32,5618,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,50,220
"cnn",33,3706,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,42,112
"cnn",34,4803,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,37,129
"cnn",35,4468,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,65,163
"cnn",36,3909,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,42,84
"cnn",37,3195,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,65,92
"cnn",38,4298,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,74,137
"cnn",39,4095,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,48,146
"cnn",40,4435,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,28,109
"cnn",41,3880,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,27,117
"cnn",42,8871,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,71,332
"cnn",43,6394,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,107,193
"cnn",44,1058,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,10,21
"cnn",45,1237,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,11,52
"cnn",46,9900,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,129,380
"cnn",47,7510,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,95,311
"cnn",48,6988,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,56,332
"cnn",49,4692,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,79,270
"cnn",50,5996,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,91,369
"cnn",51,4993,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,42,280
"cnn",52,4718,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,49,117
"cnn",53,1937,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,34,69
"cnn",18,1392,"Reliable_Sources_with_Brian_Stelter",2020,35,34
"cnn",20,463,"Reliable_Sources_with_Brian_Stelter",2020,7,4
"cnn",21,631,"Reliable_Sources_with_Brian_Stelter",2020,5,4
"cnn",28,475,"Reliable_Sources_with_Brian_Stelter",2020,4,7
"cnn",29,368,"Reliable_Sources_with_Brian_Stelter",2020,2,8
"cnn",32,490,"Reliable_Sources_with_Brian_Stelter",2020,4,7
"cnn",34,561,"Reliable_Sources_with_Brian_Stelter",2020,3,14
"cnn",43,650,"Reliable_Sources_with_Brian_Stelter",2020,6,9
"cnn",45,415,"Reliable_Sources_with_Brian_Stelter",2020,4,4
"cnn",11,0,"S._E._Cupp_Unfiltered",2020,0,0
"cnn",12,77,"S._E._Cupp_Unfiltered",2020,3,1
"cnn",12,1165,"Smerconish",2020,1,46
"cnn",13,1073,"Smerconish",2020,24,50
"cnn",14,1328,"Smerconish",2020,6,71
"cnn",15,883,"Smerconish",2020,9,35
"cnn",19,981,"Smerconish",2020,11,32
"cnn",21,183,"Smerconish",2020,2,1
"cnn",23,528,"Smerconish",2020,4,25
"cnn",25,845,"Smerconish",2020,3,27
"cnn",36,810,"Smerconish",2020,13,33
"cnn",41,140,"Smerconish",2020,1,1
"cnn",51,852,"Smerconish",2020,14,59
"cnn",52,1379,"Smerconish",2020,8,38
"cnn",15,971,"State_of_the_Union_With_Jake_Tapper",2020,14,36
"cnn",19,4643,"State_of_the_Union_With_Jake_Tapper",2020,36,188
"cnn",20,1207,"State_of_the_Union_With_Jake_Tapper",2020,12,57
"cnn",22,453,"State_of_the_Union_With_Jake_Tapper",2020,5,17
"cnn",26,1120,"State_of_the_Union_With_Jake_Tapper",2020,12,44
"cnn",28,986,"State_of_the_Union_With_Jake_Tapper",2020,6,27
"cnn",29,774,"State_of_the_Union_With_Jake_Tapper",2020,5,30
"cnn",31,453,"State_of_the_Union_With_Jake_Tapper",2020,8,7
"cnn",40,1599,"State_of_the_Union_With_Jake_Tapper",2020,3,81
"cnn",43,1050,"State_of_the_Union_With_Jake_Tapper",2020,12,25
"cnn",44,1651,"State_of_the_Union_With_Jake_Tapper",2020,16,31
"cnn",45,384,"State_of_the_Union_With_Jake_Tapper",2020,7,8
"cnn",51,449,"State_of_the_Union_With_Jake_Tapper",2020,6,16
"cnn",52,1544,"State_of_the_Union_With_Jake_Tapper",2020,3,58
"cnn",37,688,"The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",2020,1,30
"cnn",51,1502,"The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",2020,2,70
"cnn",17,1156,"The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",2020,2,39
"cnn",17,780,"The_Color_of_COVID",2020,9,23
"cnn",20,996,"The_Color_of_COVID",2020,5,27
"cnn",51,2315,"The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",2020,11,251
"cnn",50,1409,"The_Electoral_College_Vote_CNN_Special_Coverage",2020,15,74
"cnn",12,5376,"The_Lead_With_Jake_Tapper",2020,48,286
"cnn",13,5641,"The_Lead_With_Jake_Tapper",2020,60,290
"cnn",14,2823,"The_Lead_With_Jake_Tapper",2020,39,109
"cnn",15,1727,"The_Lead_With_Jake_Tapper",2020,15,42
"cnn",16,2352,"The_Lead_With_Jake_Tapper",2020,23,106
"cnn",17,5518,"The_Lead_With_Jake_Tapper",2020,53,233
"cnn",18,3089,"The_Lead_With_Jake_Tapper",2020,57,180
"cnn",19,1771,"The_Lead_With_Jake_Tapper",2020,15,81
"cnn",20,4575,"The_Lead_With_Jake_Tapper",2020,56,221
"cnn",21,1344,"The_Lead_With_Jake_Tapper",2020,31,36
"cnn",22,301,"The_Lead_With_Jake_Tapper",2020,4,6
"cnn",23,1038,"The_Lead_With_Jake_Tapper",2020,14,47
"cnn",24,2306,"The_Lead_With_Jake_Tapper",2020,13,110
"cnn",25,2062,"The_Lead_With_Jake_Tapper",2020,25,64
"cnn",26,4530,"The_Lead_With_Jake_Tapper",2020,47,231
"cnn",27,4248,"The_Lead_With_Jake_Tapper",2020,41,172
"cnn",28,5329,"The_Lead_With_Jake_Tapper",2020,52,241
"cnn",29,7975,"The_Lead_With_Jake_Tapper",2020,71,292
"cnn",30,2187,"The_Lead_With_Jake_Tapper",2020,32,61
"cnn",31,3937,"The_Lead_With_Jake_Tapper",2020,59,169
"cnn",32,1267,"The_Lead_With_Jake_Tapper",2020,6,64
"cnn",33,6135,"The_Lead_With_Jake_Tapper",2020,60,223
"cnn",34,4778,"The_Lead_With_Jake_Tapper",2020,42,200
"cnn",35,3400,"The_Lead_With_Jake_Tapper",2020,41,145
"cnn",36,1066,"The_Lead_With_Jake_Tapper",2020,6,24
"cnn",37,4462,"The_Lead_With_Jake_Tapper",2020,49,98
"cnn",38,2089,"The_Lead_With_Jake_Tapper",2020,18,57
"cnn",39,1857,"The_Lead_With_Jake_Tapper",2020,10,67
"cnn",40,3270,"The_Lead_With_Jake_Tapper",2020,22,134
"cnn",41,3443,"The_Lead_With_Jake_Tapper",2020,15,140
"cnn",42,6791,"The_Lead_With_Jake_Tapper",2020,65,340
"cnn",43,4359,"The_Lead_With_Jake_Tapper",2020,64,165
"cnn",44,393,"The_Lead_With_Jake_Tapper",2020,6,16
"cnn",46,4543,"The_Lead_With_Jake_Tapper",2020,46,183
"cnn",47,4870,"The_Lead_With_Jake_Tapper",2020,48,166
"cnn",48,2258,"The_Lead_With_Jake_Tapper",2020,25,125
"cnn",49,6266,"The_Lead_With_Jake_Tapper",2020,71,338
"cnn",50,1602,"The_Lead_With_Jake_Tapper",2020,5,76
"cnn",51,3687,"The_Lead_With_Jake_Tapper",2020,34,213
"cnn",52,4100,"The_Lead_With_Jake_Tapper",2020,48,180
"cnn",53,1097,"The_Lead_With_Jake_Tapper",2020,15,50
"cnn",48,58,"The_Movies",2020,2,1
"cnn",19,1349,"The_Post-COVID-19_World_A_Fareed_Zakaria_GPS_Special",2020,20,42
"cnn",12,5684,"The_Situation_Room_With_Wolf_Blitzer",2020,38,198
"cnn",13,3193,"The_Situation_Room_With_Wolf_Blitzer",2020,25,180
"cnn",15,5705,"The_Situation_Room_With_Wolf_Blitzer",2020,53,178
"cnn",16,4119,"The_Situation_Room_With_Wolf_Blitzer",2020,40,129
"cnn",17,10071,"The_Situation_Room_With_Wolf_Blitzer",2020,75,441
"cnn",18,5730,"The_Situation_Room_With_Wolf_Blitzer",2020,69,238
"cnn",19,1087,"The_Situation_Room_With_Wolf_Blitzer",2020,12,22
"cnn",20,4717,"The_Situation_Room_With_Wolf_Blitzer",2020,74,201
"cnn",21,2638,"The_Situation_Room_With_Wolf_Blitzer",2020,46,68
"cnn",22,5086,"The_Situation_Room_With_Wolf_Blitzer",2020,119,175
"cnn",23,976,"The_Situation_Room_With_Wolf_Blitzer",2020,19,15
"cnn",24,2470,"The_Situation_Room_With_Wolf_Blitzer",2020,49,63
"cnn",25,5271,"The_Situation_Room_With_Wolf_Blitzer",2020,63,138
"cnn",26,9847,"The_Situation_Room_With_Wolf_Blitzer",2020,98,306
"cnn",27,7000,"The_Situation_Room_With_Wolf_Blitzer",2020,67,204
"cnn",28,9926,"The_Situation_Room_With_Wolf_Blitzer",2020,116,363
"cnn",29,13201,"The_Situation_Room_With_Wolf_Blitzer",2020,145,526
"cnn",30,10292,"The_Situation_Room_With_Wolf_Blitzer",2020,115,342
"cnn",31,20377,"The_Situation_Room_With_Wolf_Blitzer",2020,272,631
"cnn",32,5483,"The_Situation_Room_With_Wolf_Blitzer",2020,72,185
"cnn",33,5084,"The_Situation_Room_With_Wolf_Blitzer",2020,73,192
"cnn",34,5056,"The_Situation_Room_With_Wolf_Blitzer",2020,63,148
"cnn",35,5231,"The_Situation_Room_With_Wolf_Blitzer",2020,59,174
"cnn",36,5387,"The_Situation_Room_With_Wolf_Blitzer",2020,66,226
"cnn",37,9177,"The_Situation_Room_With_Wolf_Blitzer",2020,136,209
"cnn",38,6930,"The_Situation_Room_With_Wolf_Blitzer",2020,95,205
"cnn",39,5624,"The_Situation_Room_With_Wolf_Blitzer",2020,72,206
"cnn",40,12475,"The_Situation_Room_With_Wolf_Blitzer",2020,49,553
