"id","fauci","cc","network","show","week","year","network2","week2","death_text","health_text","mentions_health2","mentions_death2","cnn","msnbc","log_cc","cnn_times_death","cnn_times_health","msnbc_times_death","msnbc_times_health","death_times_health","cnn_times_death_and_health","msnbc_times_death_and_health","show_id"
"MSNBC_Live_29_2020",0,26,"msnbc","MSNBC_Live",29,2020,"msnbc",20,88,367,1,1,0,1,3.25809653802148,0,0,1,1,1,0,1,86
"MSNBC_Live_30_2020",0,25,"msnbc","MSNBC_Live",30,2020,"msnbc",21,85,267,1,1,0,1,3.2188758248682,0,0,1,1,1,0,1,86
"MSNBC_Live_31_2020",0,40,"msnbc","MSNBC_Live",31,2020,"msnbc",22,114,349,1,1,0,1,3.68887945411394,0,0,1,1,1,0,1,86
"MSNBC_Live_32_2020",0,25,"msnbc","MSNBC_Live",32,2020,"msnbc",23,112,330,1,1,0,1,3.2188758248682,0,0,1,1,1,0,1,86
"MSNBC_Live_33_2020",0,18,"msnbc","MSNBC_Live",33,2020,"msnbc",24,66,207,0,1,0,1,2.89037175789616,0,0,1,0,0,0,0,86
"MSNBC_Live_34_2020",0,21,"msnbc","MSNBC_Live",34,2020,"msnbc",25,23,127,0,0,0,1,3.04452243772342,0,0,0,0,0,0,0,86
"MSNBC_Live_35_2020",0,14,"msnbc","MSNBC_Live",35,2020,"msnbc",26,33,91,0,0,0,1,2.63905732961526,0,0,0,0,0,0,0,86
"MSNBC_Live_36_2020",0,14,"msnbc","MSNBC_Live",36,2020,"msnbc",27,21,60,0,0,0,1,2.63905732961526,0,0,0,0,0,0,0,86
"MSNBC_Live_37_2020",0,26,"msnbc","MSNBC_Live",37,2020,"msnbc",28,50,144,0,0,0,1,3.25809653802148,0,0,0,0,0,0,0,86
"MSNBC_Live_48_2020",0,81,"msnbc","MSNBC_Live",48,2020,"msnbc",39,114,360,1,1,0,1,4.39444915467244,0,0,1,1,1,0,1,86
"MSNBC_Live_52_2020",0,50,"msnbc","MSNBC_Live",52,2020,"msnbc",43,58,353,1,0,0,1,3.91202300542815,0,0,0,1,0,0,0,86
"MSNBC_Live_53_2020",0,30,"msnbc","MSNBC_Live",53,2020,"msnbc",44,51,167,0,0,0,1,3.40119738166216,0,0,0,0,0,0,0,86
"MSNBC_Live_9_2020",0,5,"msnbc","MSNBC_Live",9,2020,"msnbc",0,17,100,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,86
"MSNBC_Live_Decision_2020_11_2020",0,10,"msnbc","MSNBC_Live_Decision_2020",11,2020,"msnbc",2,12,93,1,1,0,1,2.30258509299405,0,0,1,1,1,0,1,87
"MSNBC_Live_Decision_2020_16_2020",0,7,"msnbc","MSNBC_Live_Decision_2020",16,2020,"msnbc",7,8,25,0,0,0,1,1.94591014905531,0,0,0,0,0,0,0,87
"MSNBC_Live_Decision_2020_17_2020",0,8,"msnbc","MSNBC_Live_Decision_2020",17,2020,"msnbc",8,11,125,1,1,0,1,2.07944154167984,0,0,1,1,1,0,1,87
"MSNBC_Live_Decision_2020_18_2020",1,5,"msnbc","MSNBC_Live_Decision_2020",18,2020,"msnbc",9,9,63,1,0,0,1,1.6094379124341,0,0,0,1,0,0,0,87
"MSNBC_Live_Decision_2020_20_2020",0,5,"msnbc","MSNBC_Live_Decision_2020",20,2020,"msnbc",11,9,26,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,87
"MSNBC_Live_Decision_2020_24_2020",0,6,"msnbc","MSNBC_Live_Decision_2020",24,2020,"msnbc",15,8,21,0,0,0,1,1.79175946922805,0,0,0,0,0,0,0,87
"MSNBC_Live_Decision_2020_26_2020",1,16,"msnbc","MSNBC_Live_Decision_2020",26,2020,"msnbc",17,6,11,0,0,0,1,2.77258872223978,0,0,0,0,0,0,0,87
"MSNBC_Live_Decision_2020_27_2020",0,1,"msnbc","MSNBC_Live_Decision_2020",27,2020,"msnbc",18,11,20,0,1,0,1,0,0,0,1,0,0,0,0,87
"MSNBC_Live_Decision_2020_28_2020",0,7,"msnbc","MSNBC_Live_Decision_2020",28,2020,"msnbc",19,10,28,1,1,0,1,1.94591014905531,0,0,1,1,1,0,1,87
"MSNBC_Live_Decision_2020_29_2020",0,17,"msnbc","MSNBC_Live_Decision_2020",29,2020,"msnbc",20,24,107,1,1,0,1,2.83321334405622,0,0,1,1,1,0,1,87
"MSNBC_Live_With_Ali_Velshi_12_2020",0,7,"msnbc","MSNBC_Live_With_Ali_Velshi",12,2020,"msnbc",3,13,107,0,0,0,1,1.94591014905531,0,0,0,0,0,0,0,88
"MSNBC_Live_With_Ali_Velshi_13_2020",0,11,"msnbc","MSNBC_Live_With_Ali_Velshi",13,2020,"msnbc",4,22,125,1,1,0,1,2.39789527279837,0,0,1,1,1,0,1,88
"MSNBC_Live_With_Ali_Velshi_14_2020",0,9,"msnbc","MSNBC_Live_With_Ali_Velshi",14,2020,"msnbc",5,48,124,1,1,0,1,2.19722457733622,0,0,1,1,1,0,1,88
"MSNBC_Live_With_Ali_Velshi_15_2020",0,2,"msnbc","MSNBC_Live_With_Ali_Velshi",15,2020,"msnbc",6,6,22,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,88
"MSNBC_Live_With_Ali_Velshi_16_2020",0,28,"msnbc","MSNBC_Live_With_Ali_Velshi",16,2020,"msnbc",7,43,76,0,1,0,1,3.3322045101752,0,0,1,0,0,0,0,88
"MSNBC_Live_With_Ali_Velshi_18_2020",0,4,"msnbc","MSNBC_Live_With_Ali_Velshi",18,2020,"msnbc",9,18,45,0,0,0,1,1.38629436111989,0,0,0,0,0,0,0,88
"MSNBC_Live_With_Ali_Velshi_9_2020",0,5,"msnbc","MSNBC_Live_With_Ali_Velshi",9,2020,"msnbc",0,16,124,1,0,0,1,1.6094379124341,0,0,0,1,0,0,0,88
"MSNBC_Live_With_Alicia_Menendez_12_2020",0,1,"msnbc","MSNBC_Live_With_Alicia_Menendez",12,2020,"msnbc",3,5,36,1,1,0,1,0,0,0,1,1,1,0,1,89
"MSNBC_Live_With_Alicia_Menendez_13_2020",0,9,"msnbc","MSNBC_Live_With_Alicia_Menendez",13,2020,"msnbc",4,2,24,0,0,0,1,2.19722457733622,0,0,0,0,0,0,0,89
"MSNBC_Live_With_Ayman_Mohyeldin_33_2020",0,1,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",33,2020,"msnbc",24,4,26,0,0,0,1,0,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_34_2020",0,6,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",34,2020,"msnbc",25,2,3,0,0,0,1,1.79175946922805,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_35_2020",0,5,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",35,2020,"msnbc",26,13,44,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_36_2020",0,14,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",36,2020,"msnbc",27,16,56,0,0,0,1,2.63905732961526,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_37_2020",0,2,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",37,2020,"msnbc",28,14,20,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_38_2020",0,2,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",38,2020,"msnbc",29,12,31,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_39_2020",1,13,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",39,2020,"msnbc",30,19,46,0,1,0,1,2.56494935746154,0,0,1,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_40_2020",2,20,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",40,2020,"msnbc",31,25,222,1,1,0,1,2.99573227355399,0,0,1,1,1,0,1,90
"MSNBC_Live_With_Ayman_Mohyeldin_41_2020",0,7,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",41,2020,"msnbc",32,10,90,1,0,0,1,1.94591014905531,0,0,0,1,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_42_2020",0,13,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",42,2020,"msnbc",33,4,37,0,0,0,1,2.56494935746154,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_43_2020",0,6,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",43,2020,"msnbc",34,33,111,1,1,0,1,1.79175946922805,0,0,1,1,1,0,1,90
"MSNBC_Live_With_Ayman_Mohyeldin_44_2020",0,27,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",44,2020,"msnbc",35,32,78,0,1,0,1,3.29583686600433,0,0,1,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_46_2020",0,17,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",46,2020,"msnbc",37,29,88,1,1,0,1,2.83321334405622,0,0,1,1,1,0,1,90
"MSNBC_Live_With_Ayman_Mohyeldin_47_2020",0,7,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",47,2020,"msnbc",38,23,92,1,1,0,1,1.94591014905531,0,0,1,1,1,0,1,90
"MSNBC_Live_With_Ayman_Mohyeldin_48_2020",0,7,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",48,2020,"msnbc",39,6,28,0,0,0,1,1.94591014905531,0,0,0,0,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_49_2020",0,9,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",49,2020,"msnbc",40,31,129,1,1,0,1,2.19722457733622,0,0,1,1,1,0,1,90
"MSNBC_Live_With_Ayman_Mohyeldin_50_2020",0,8,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",50,2020,"msnbc",41,18,147,1,0,0,1,2.07944154167984,0,0,0,1,0,0,0,90
"MSNBC_Live_With_Ayman_Mohyeldin_51_2020",0,9,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",51,2020,"msnbc",42,28,139,1,1,0,1,2.19722457733622,0,0,1,1,1,0,1,90
"MSNBC_Live_With_Ayman_Mohyeldin_52_2020",0,4,"msnbc","MSNBC_Live_With_Ayman_Mohyeldin",52,2020,"msnbc",43,23,79,1,1,0,1,1.38629436111989,0,0,1,1,1,0,1,90
"MSNBC_Live_With_Craig_Melvin_11_2020",0,16,"msnbc","MSNBC_Live_With_Craig_Melvin",11,2020,"msnbc",2,9,82,0,0,0,1,2.77258872223978,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_13_2020",0,1,"msnbc","MSNBC_Live_With_Craig_Melvin",13,2020,"msnbc",4,4,27,0,0,0,1,0,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_17_2020",0,2,"msnbc","MSNBC_Live_With_Craig_Melvin",17,2020,"msnbc",8,5,48,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_18_2020",0,1,"msnbc","MSNBC_Live_With_Craig_Melvin",18,2020,"msnbc",9,4,74,0,0,0,1,0,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_19_2020",0,3,"msnbc","MSNBC_Live_With_Craig_Melvin",19,2020,"msnbc",10,17,120,1,1,0,1,1.09861228866811,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_20_2020",0,2,"msnbc","MSNBC_Live_With_Craig_Melvin",20,2020,"msnbc",11,27,197,1,1,0,1,0.693147180559945,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_21_2020",0,5,"msnbc","MSNBC_Live_With_Craig_Melvin",21,2020,"msnbc",12,33,115,1,1,0,1,1.6094379124341,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_24_2020",0,2,"msnbc","MSNBC_Live_With_Craig_Melvin",24,2020,"msnbc",15,6,16,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_25_2020",0,1,"msnbc","MSNBC_Live_With_Craig_Melvin",25,2020,"msnbc",16,9,36,0,0,0,1,0,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_26_2020",0,2,"msnbc","MSNBC_Live_With_Craig_Melvin",26,2020,"msnbc",17,16,94,1,1,0,1,0.693147180559945,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_27_2020",0,2,"msnbc","MSNBC_Live_With_Craig_Melvin",27,2020,"msnbc",18,5,53,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_28_2020",0,5,"msnbc","MSNBC_Live_With_Craig_Melvin",28,2020,"msnbc",19,21,198,1,1,0,1,1.6094379124341,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_29_2020",0,11,"msnbc","MSNBC_Live_With_Craig_Melvin",29,2020,"msnbc",20,21,117,1,1,0,1,2.39789527279837,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_30_2020",0,6,"msnbc","MSNBC_Live_With_Craig_Melvin",30,2020,"msnbc",21,12,46,0,0,0,1,1.79175946922805,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_31_2020",0,8,"msnbc","MSNBC_Live_With_Craig_Melvin",31,2020,"msnbc",22,25,90,1,1,0,1,2.07944154167984,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_32_2020",0,11,"msnbc","MSNBC_Live_With_Craig_Melvin",32,2020,"msnbc",23,21,104,1,1,0,1,2.39789527279837,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_33_2020",0,7,"msnbc","MSNBC_Live_With_Craig_Melvin",33,2020,"msnbc",24,12,33,0,0,0,1,1.94591014905531,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_35_2020",0,1,"msnbc","MSNBC_Live_With_Craig_Melvin",35,2020,"msnbc",26,3,1,0,0,0,1,0,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_36_2020",0,8,"msnbc","MSNBC_Live_With_Craig_Melvin",36,2020,"msnbc",27,22,44,0,1,0,1,2.07944154167984,0,0,1,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_37_2020",0,3,"msnbc","MSNBC_Live_With_Craig_Melvin",37,2020,"msnbc",28,8,18,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_38_2020",0,2,"msnbc","MSNBC_Live_With_Craig_Melvin",38,2020,"msnbc",29,7,46,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_39_2020",0,9,"msnbc","MSNBC_Live_With_Craig_Melvin",39,2020,"msnbc",30,26,125,1,1,0,1,2.19722457733622,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_40_2020",0,8,"msnbc","MSNBC_Live_With_Craig_Melvin",40,2020,"msnbc",31,5,106,1,0,0,1,2.07944154167984,0,0,0,1,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_43_2020",0,3,"msnbc","MSNBC_Live_With_Craig_Melvin",43,2020,"msnbc",34,6,35,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_46_2020",0,20,"msnbc","MSNBC_Live_With_Craig_Melvin",46,2020,"msnbc",37,33,191,1,1,0,1,2.99573227355399,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_47_2020",0,12,"msnbc","MSNBC_Live_With_Craig_Melvin",47,2020,"msnbc",38,27,206,1,1,0,1,2.484906649788,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_48_2020",0,10,"msnbc","MSNBC_Live_With_Craig_Melvin",48,2020,"msnbc",39,20,117,1,1,0,1,2.30258509299405,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_49_2020",0,10,"msnbc","MSNBC_Live_With_Craig_Melvin",49,2020,"msnbc",40,17,141,1,1,0,1,2.30258509299405,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_50_2020",0,4,"msnbc","MSNBC_Live_With_Craig_Melvin",50,2020,"msnbc",41,8,48,0,0,0,1,1.38629436111989,0,0,0,0,0,0,0,91
"MSNBC_Live_With_Craig_Melvin_51_2020",0,3,"msnbc","MSNBC_Live_With_Craig_Melvin",51,2020,"msnbc",42,23,210,1,1,0,1,1.09861228866811,0,0,1,1,1,0,1,91
"MSNBC_Live_With_Craig_Melvin_52_2020",0,8,"msnbc","MSNBC_Live_With_Craig_Melvin",52,2020,"msnbc",43,14,31,0,0,0,1,2.07944154167984,0,0,0,0,0,0,0,91
"MSNBC_Live_with_David_Gura_12_2020",1,8,"msnbc","MSNBC_Live_with_David_Gura",12,2020,"msnbc",3,4,106,1,0,0,1,2.07944154167984,0,0,0,1,0,0,0,92
"MSNBC_Live_with_David_Gura_14_2020",0,3,"msnbc","MSNBC_Live_with_David_Gura",14,2020,"msnbc",5,37,82,0,1,0,1,1.09861228866811,0,0,1,0,0,0,0,92
"MSNBC_Live_With_Hallie_Jackson_13_2020",0,12,"msnbc","MSNBC_Live_With_Hallie_Jackson",13,2020,"msnbc",4,15,33,0,0,0,1,2.484906649788,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_16_2020",0,17,"msnbc","MSNBC_Live_With_Hallie_Jackson",16,2020,"msnbc",7,47,144,1,1,0,1,2.83321334405622,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_17_2020",2,18,"msnbc","MSNBC_Live_With_Hallie_Jackson",17,2020,"msnbc",8,58,212,1,1,0,1,2.89037175789616,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_18_2020",0,7,"msnbc","MSNBC_Live_With_Hallie_Jackson",18,2020,"msnbc",9,42,159,1,1,0,1,1.94591014905531,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_19_2020",0,2,"msnbc","MSNBC_Live_With_Hallie_Jackson",19,2020,"msnbc",10,21,114,1,1,0,1,0.693147180559945,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_20_2020",0,3,"msnbc","MSNBC_Live_With_Hallie_Jackson",20,2020,"msnbc",11,27,92,1,1,0,1,1.09861228866811,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_21_2020",0,7,"msnbc","MSNBC_Live_With_Hallie_Jackson",21,2020,"msnbc",12,13,114,1,0,0,1,1.94591014905531,0,0,0,1,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_22_2020",0,5,"msnbc","MSNBC_Live_With_Hallie_Jackson",22,2020,"msnbc",13,22,72,1,1,0,1,1.6094379124341,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_24_2020",0,2,"msnbc","MSNBC_Live_With_Hallie_Jackson",24,2020,"msnbc",15,3,24,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_25_2020",0,7,"msnbc","MSNBC_Live_With_Hallie_Jackson",25,2020,"msnbc",16,4,52,0,0,0,1,1.94591014905531,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_26_2020",0,1,"msnbc","MSNBC_Live_With_Hallie_Jackson",26,2020,"msnbc",17,38,238,1,1,0,1,0,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_27_2020",0,5,"msnbc","MSNBC_Live_With_Hallie_Jackson",27,2020,"msnbc",18,8,53,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_28_2020",0,2,"msnbc","MSNBC_Live_With_Hallie_Jackson",28,2020,"msnbc",19,22,91,1,1,0,1,0.693147180559945,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_29_2020",0,7,"msnbc","MSNBC_Live_With_Hallie_Jackson",29,2020,"msnbc",20,24,130,1,1,0,1,1.94591014905531,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_30_2020",0,8,"msnbc","MSNBC_Live_With_Hallie_Jackson",30,2020,"msnbc",21,23,90,1,1,0,1,2.07944154167984,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_31_2020",0,9,"msnbc","MSNBC_Live_With_Hallie_Jackson",31,2020,"msnbc",22,53,171,1,1,0,1,2.19722457733622,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_32_2020",0,5,"msnbc","MSNBC_Live_With_Hallie_Jackson",32,2020,"msnbc",23,1,14,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_35_2020",0,5,"msnbc","MSNBC_Live_With_Hallie_Jackson",35,2020,"msnbc",26,24,42,0,1,0,1,1.6094379124341,0,0,1,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_36_2020",0,16,"msnbc","MSNBC_Live_With_Hallie_Jackson",36,2020,"msnbc",27,19,54,0,0,0,1,2.77258872223978,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_37_2020",0,8,"msnbc","MSNBC_Live_With_Hallie_Jackson",37,2020,"msnbc",28,20,67,0,1,0,1,2.07944154167984,0,0,1,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_38_2020",0,3,"msnbc","MSNBC_Live_With_Hallie_Jackson",38,2020,"msnbc",29,18,68,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_39_2020",0,1,"msnbc","MSNBC_Live_With_Hallie_Jackson",39,2020,"msnbc",30,0,21,0,0,0,1,0,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_40_2020",0,13,"msnbc","MSNBC_Live_With_Hallie_Jackson",40,2020,"msnbc",31,14,67,0,0,0,1,2.56494935746154,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_43_2020",0,1,"msnbc","MSNBC_Live_With_Hallie_Jackson",43,2020,"msnbc",34,9,16,0,0,0,1,0,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_46_2020",0,4,"msnbc","MSNBC_Live_With_Hallie_Jackson",46,2020,"msnbc",37,18,127,1,0,0,1,1.38629436111989,0,0,0,1,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_47_2020",0,2,"msnbc","MSNBC_Live_With_Hallie_Jackson",47,2020,"msnbc",38,28,103,1,1,0,1,0.693147180559945,0,0,1,1,1,0,1,93
"MSNBC_Live_With_Hallie_Jackson_48_2020",0,2,"msnbc","MSNBC_Live_With_Hallie_Jackson",48,2020,"msnbc",39,13,20,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Hallie_Jackson_49_2020",0,3,"msnbc","MSNBC_Live_With_Hallie_Jackson",49,2020,"msnbc",40,4,16,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,93
"MSNBC_Live_With_Katy_Tur_12_2020",0,5,"msnbc","MSNBC_Live_With_Katy_Tur",12,2020,"msnbc",3,10,35,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_13_2020",0,8,"msnbc","MSNBC_Live_With_Katy_Tur",13,2020,"msnbc",4,17,75,1,1,0,1,2.07944154167984,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_14_2020",0,18,"msnbc","MSNBC_Live_With_Katy_Tur",14,2020,"msnbc",5,13,98,1,1,0,1,2.89037175789616,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_17_2020",0,12,"msnbc","MSNBC_Live_With_Katy_Tur",17,2020,"msnbc",8,30,164,1,1,0,1,2.484906649788,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_18_2020",0,2,"msnbc","MSNBC_Live_With_Katy_Tur",18,2020,"msnbc",9,0,16,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_34_2020",0,3,"msnbc","MSNBC_Live_With_Katy_Tur",34,2020,"msnbc",25,8,18,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_35_2020",0,6,"msnbc","MSNBC_Live_With_Katy_Tur",35,2020,"msnbc",26,6,24,0,0,0,1,1.79175946922805,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_36_2020",0,9,"msnbc","MSNBC_Live_With_Katy_Tur",36,2020,"msnbc",27,26,35,0,1,0,1,2.19722457733622,0,0,1,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_37_2020",0,32,"msnbc","MSNBC_Live_With_Katy_Tur",37,2020,"msnbc",28,27,97,1,1,0,1,3.46573590279973,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_38_2020",0,14,"msnbc","MSNBC_Live_With_Katy_Tur",38,2020,"msnbc",29,14,35,0,1,0,1,2.63905732961526,0,0,1,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_40_2020",2,11,"msnbc","MSNBC_Live_With_Katy_Tur",40,2020,"msnbc",31,24,154,1,1,0,1,2.39789527279837,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_41_2020",0,7,"msnbc","MSNBC_Live_With_Katy_Tur",41,2020,"msnbc",32,11,56,1,1,0,1,1.94591014905531,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_42_2020",0,3,"msnbc","MSNBC_Live_With_Katy_Tur",42,2020,"msnbc",33,1,29,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_43_2020",0,12,"msnbc","MSNBC_Live_With_Katy_Tur",43,2020,"msnbc",34,20,80,1,1,0,1,2.484906649788,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_44_2020",0,1,"msnbc","MSNBC_Live_With_Katy_Tur",44,2020,"msnbc",35,10,15,0,0,0,1,0,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_46_2020",0,2,"msnbc","MSNBC_Live_With_Katy_Tur",46,2020,"msnbc",37,6,33,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_47_2020",0,5,"msnbc","MSNBC_Live_With_Katy_Tur",47,2020,"msnbc",38,5,8,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Katy_Tur_49_2020",0,6,"msnbc","MSNBC_Live_With_Katy_Tur",49,2020,"msnbc",40,21,133,1,1,0,1,1.79175946922805,0,0,1,1,1,0,1,94
"MSNBC_Live_With_Katy_Tur_51_2020",0,5,"msnbc","MSNBC_Live_With_Katy_Tur",51,2020,"msnbc",42,1,41,1,0,0,1,1.6094379124341,0,0,0,1,0,0,0,94
"MSNBC_Live_With_Katy_Tur_52_2020",0,8,"msnbc","MSNBC_Live_With_Katy_Tur",52,2020,"msnbc",43,7,19,0,0,0,1,2.07944154167984,0,0,0,0,0,0,0,94
"MSNBC_Live_With_Kendis_Gibson_and_Lindsey_Reiser_38_2020",0,1,"msnbc","MSNBC_Live_With_Kendis_Gibson_and_Lindsey_Reiser",38,2020,"msnbc",29,14,33,0,1,0,1,0,0,0,1,0,0,0,0,95
"MSNBC_Live_With_Kendis_Gibson_and_Lindsey_Reiser_40_2020",0,2,"msnbc","MSNBC_Live_With_Kendis_Gibson_and_Lindsey_Reiser",40,2020,"msnbc",31,4,67,1,0,0,1,0.693147180559945,0,0,0,1,0,0,0,95
