"id","fauci","cc","network","show","week","year","network2","week2","death_text","health_text","mentions_health2","mentions_death2","cnn","msnbc","log_cc","cnn_times_death","cnn_times_health","msnbc_times_death","msnbc_times_health","death_times_health","cnn_times_death_and_health","msnbc_times_death_and_health","show_id"
"All_In_With_Chris_Hayes_11_2020",1,6,"msnbc","All_In_With_Chris_Hayes",11,2020,"msnbc",2,7,20,0,0,0,1,1.79175946922805,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_12_2020",0,4,"msnbc","All_In_With_Chris_Hayes",12,2020,"msnbc",3,9,34,0,0,0,1,1.38629436111989,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_13_2020",0,3,"msnbc","All_In_With_Chris_Hayes",13,2020,"msnbc",4,7,27,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_16_2020",0,1,"msnbc","All_In_With_Chris_Hayes",16,2020,"msnbc",7,31,46,1,1,0,1,0,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_17_2020",0,10,"msnbc","All_In_With_Chris_Hayes",17,2020,"msnbc",8,20,50,1,1,0,1,2.30258509299405,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_18_2020",0,16,"msnbc","All_In_With_Chris_Hayes",18,2020,"msnbc",9,55,147,1,1,0,1,2.77258872223978,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_19_2020",0,5,"msnbc","All_In_With_Chris_Hayes",19,2020,"msnbc",10,36,49,1,1,0,1,1.6094379124341,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_20_2020",0,9,"msnbc","All_In_With_Chris_Hayes",20,2020,"msnbc",11,62,67,1,1,0,1,2.19722457733622,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_21_2020",0,23,"msnbc","All_In_With_Chris_Hayes",21,2020,"msnbc",12,53,71,1,1,0,1,3.13549421592915,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_25_2020",0,2,"msnbc","All_In_With_Chris_Hayes",25,2020,"msnbc",16,8,10,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_27_2020",0,15,"msnbc","All_In_With_Chris_Hayes",27,2020,"msnbc",18,15,101,1,0,0,1,2.70805020110221,0,0,0,1,0,0,0,0
"All_In_With_Chris_Hayes_28_2020",0,7,"msnbc","All_In_With_Chris_Hayes",28,2020,"msnbc",19,24,35,0,1,0,1,1.94591014905531,0,0,1,0,0,0,0,0
"All_In_With_Chris_Hayes_29_2020",0,20,"msnbc","All_In_With_Chris_Hayes",29,2020,"msnbc",20,36,77,1,1,0,1,2.99573227355399,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_30_2020",0,4,"msnbc","All_In_With_Chris_Hayes",30,2020,"msnbc",21,15,40,1,0,0,1,1.38629436111989,0,0,0,1,0,0,0,0
"All_In_With_Chris_Hayes_31_2020",2,21,"msnbc","All_In_With_Chris_Hayes",31,2020,"msnbc",22,51,100,1,1,0,1,3.04452243772342,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_33_2020",0,6,"msnbc","All_In_With_Chris_Hayes",33,2020,"msnbc",24,27,9,0,1,0,1,1.79175946922805,0,0,1,0,0,0,0,0
"All_In_With_Chris_Hayes_34_2020",0,4,"msnbc","All_In_With_Chris_Hayes",34,2020,"msnbc",25,2,2,0,0,0,1,1.38629436111989,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_37_2020",0,3,"msnbc","All_In_With_Chris_Hayes",37,2020,"msnbc",28,8,34,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_38_2020",2,9,"msnbc","All_In_With_Chris_Hayes",38,2020,"msnbc",29,11,37,0,0,0,1,2.19722457733622,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_39_2020",0,10,"msnbc","All_In_With_Chris_Hayes",39,2020,"msnbc",30,0,19,0,0,0,1,2.30258509299405,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_40_2020",0,27,"msnbc","All_In_With_Chris_Hayes",40,2020,"msnbc",31,20,135,1,1,0,1,3.29583686600433,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_41_2020",0,14,"msnbc","All_In_With_Chris_Hayes",41,2020,"msnbc",32,19,42,1,1,0,1,2.63905732961526,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_42_2020",0,15,"msnbc","All_In_With_Chris_Hayes",42,2020,"msnbc",33,11,35,0,0,0,1,2.70805020110221,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_43_2020",0,3,"msnbc","All_In_With_Chris_Hayes",43,2020,"msnbc",34,5,15,0,0,0,1,1.09861228866811,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_44_2020",0,11,"msnbc","All_In_With_Chris_Hayes",44,2020,"msnbc",35,23,55,1,1,0,1,2.39789527279837,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_45_2020",0,12,"msnbc","All_In_With_Chris_Hayes",45,2020,"msnbc",36,4,17,0,0,0,1,2.484906649788,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_46_2020",0,11,"msnbc","All_In_With_Chris_Hayes",46,2020,"msnbc",37,30,86,1,1,0,1,2.39789527279837,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_47_2020",0,6,"msnbc","All_In_With_Chris_Hayes",47,2020,"msnbc",38,16,27,0,1,0,1,1.79175946922805,0,0,1,0,0,0,0,0
"All_In_With_Chris_Hayes_48_2020",0,13,"msnbc","All_In_With_Chris_Hayes",48,2020,"msnbc",39,14,78,1,0,0,1,2.56494935746154,0,0,0,1,0,0,0,0
"All_In_With_Chris_Hayes_49_2020",1,19,"msnbc","All_In_With_Chris_Hayes",49,2020,"msnbc",40,35,82,1,1,0,1,2.94443897916644,0,0,1,1,1,0,1,0
"All_In_With_Chris_Hayes_50_2020",0,2,"msnbc","All_In_With_Chris_Hayes",50,2020,"msnbc",41,8,81,1,0,0,1,0.693147180559945,0,0,0,1,0,0,0,0
"All_In_With_Chris_Hayes_51_2020",0,5,"msnbc","All_In_With_Chris_Hayes",51,2020,"msnbc",42,4,19,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_52_2020",0,2,"msnbc","All_In_With_Chris_Hayes",52,2020,"msnbc",43,11,19,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_53_2020",0,10,"msnbc","All_In_With_Chris_Hayes",53,2020,"msnbc",44,11,28,0,0,0,1,2.30258509299405,0,0,0,0,0,0,0,0
"All_In_With_Chris_Hayes_9_2020",0,4,"msnbc","All_In_With_Chris_Hayes",9,2020,"msnbc",0,7,19,0,0,0,1,1.38629436111989,0,0,0,0,0,0,0,0
"AM_Joy_10_2020",1,10,"msnbc","AM_Joy",10,2020,"msnbc",1,15,78,1,0,0,1,2.30258509299405,0,0,0,1,0,0,0,1
"AM_Joy_12_2020",0,14,"msnbc","AM_Joy",12,2020,"msnbc",3,26,96,1,1,0,1,2.63905732961526,0,0,1,1,1,0,1,1
"AM_Joy_13_2020",0,35,"msnbc","AM_Joy",13,2020,"msnbc",4,43,147,1,1,0,1,3.55534806148941,0,0,1,1,1,0,1,1
"AM_Joy_14_2020",0,14,"msnbc","AM_Joy",14,2020,"msnbc",5,6,44,0,0,0,1,2.63905732961526,0,0,0,0,0,0,0,1
"AM_Joy_16_2020",0,7,"msnbc","AM_Joy",16,2020,"msnbc",7,35,57,1,1,0,1,1.94591014905531,0,0,1,1,1,0,1,1
"AM_Joy_17_2020",0,36,"msnbc","AM_Joy",17,2020,"msnbc",8,45,134,1,1,0,1,3.58351893845611,0,0,1,1,1,0,1,1
"AM_Joy_19_2020",0,7,"msnbc","AM_Joy",19,2020,"msnbc",10,4,48,1,0,0,1,1.94591014905531,0,0,0,1,0,0,0,1
"AM_Joy_20_2020",0,15,"msnbc","AM_Joy",20,2020,"msnbc",11,22,59,1,1,0,1,2.70805020110221,0,0,1,1,1,0,1,1
"AM_Joy_21_2020",0,11,"msnbc","AM_Joy",21,2020,"msnbc",12,22,31,0,1,0,1,2.39789527279837,0,0,1,0,0,0,0,1
"AM_Joy_22_2020",0,2,"msnbc","AM_Joy",22,2020,"msnbc",13,14,15,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,1
"AM_Joy_25_2020",0,30,"msnbc","AM_Joy",25,2020,"msnbc",16,6,12,0,0,0,1,3.40119738166216,0,0,0,0,0,0,0,1
"AM_Joy_28_2020",0,32,"msnbc","AM_Joy",28,2020,"msnbc",19,27,42,0,1,0,1,3.46573590279973,0,0,1,0,0,0,0,1
"AM_Joy_29_2020",0,5,"msnbc","AM_Joy",29,2020,"msnbc",20,7,8,0,0,0,1,1.6094379124341,0,0,0,0,0,0,0,1
"AM_Joy_30_2020",0,2,"msnbc","AM_Joy",30,2020,"msnbc",21,5,5,0,0,0,1,0.693147180559945,0,0,0,0,0,0,0,1
"AM_Joy_32_2020",0,17,"msnbc","AM_Joy",32,2020,"msnbc",23,14,21,0,0,0,1,2.83321334405622,0,0,0,0,0,0,0,1
"AM_Joy_35_2020",0,6,"msnbc","AM_Joy",35,2020,"msnbc",26,15,6,0,0,0,1,1.79175946922805,0,0,0,0,0,0,0,1
"AM_Joy_36_2020",0,8,"msnbc","AM_Joy",36,2020,"msnbc",27,4,8,0,0,0,1,2.07944154167984,0,0,0,0,0,0,0,1
"AM_Joy_40_2020",0,2,"msnbc","AM_Joy",40,2020,"msnbc",31,4,138,1,0,0,1,0.693147180559945,0,0,0,1,0,0,0,1
"AM_Joy_41_2020",0,13,"msnbc","AM_Joy",41,2020,"msnbc",32,8,59,1,0,0,1,2.56494935746154,0,0,0,1,0,0,0,1
"AM_Joy_43_2020",0,6,"msnbc","AM_Joy",43,2020,"msnbc",34,22,41,0,1,0,1,1.79175946922805,0,0,1,0,0,0,0,1
"AM_Joy_44_2020",0,3,"msnbc","AM_Joy",44,2020,"msnbc",35,20,33,0,1,0,1,1.09861228866811,0,0,1,0,0,0,0,1
"AM_Joy_47_2020",0,56,"msnbc","AM_Joy",47,2020,"msnbc",38,16,71,1,1,0,1,4.02535169073515,0,0,1,1,1,0,1,1
"AM_Joy_48_2020",0,27,"msnbc","AM_Joy",48,2020,"msnbc",39,13,58,1,0,0,1,3.29583686600433,0,0,0,1,0,0,0,1
"America_Together_Keeping_the_Faith_15_2020",0,9,"fox","America_Together_Keeping_the_Faith",15,2020,"fox",6,21,37,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,2
"America_vs._Virus_12_2020",0,3,"fox","America_vs._Virus",12,2020,"fox",3,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,3
"American_Voices_With_Alicia_Menendez_40_2020",0,12,"msnbc","American_Voices_With_Alicia_Menendez",40,2020,"msnbc",31,18,129,1,1,0,1,2.484906649788,0,0,1,1,1,0,1,4
"American_Voices_With_Alicia_Menendez_41_2020",0,10,"msnbc","American_Voices_With_Alicia_Menendez",41,2020,"msnbc",32,20,52,1,1,0,1,2.30258509299405,0,0,1,1,1,0,1,4
"American_Voices_With_Alicia_Menendez_43_2020",0,10,"msnbc","American_Voices_With_Alicia_Menendez",43,2020,"msnbc",34,4,11,0,0,0,1,2.30258509299405,0,0,0,0,0,0,0,4
"American_Voices_With_Alicia_Menendez_44_2020",0,4,"msnbc","American_Voices_With_Alicia_Menendez",44,2020,"msnbc",35,19,37,0,1,0,1,1.38629436111989,0,0,1,0,0,0,0,4
"American_Voices_With_Alicia_Menendez_45_2020",0,3,"msnbc","American_Voices_With_Alicia_Menendez",45,2020,"msnbc",36,18,29,0,1,0,1,1.09861228866811,0,0,1,0,0,0,0,4
"American_Voices_With_Alicia_Menendez_46_2020",0,8,"msnbc","American_Voices_With_Alicia_Menendez",46,2020,"msnbc",37,12,35,0,0,0,1,2.07944154167984,0,0,0,0,0,0,0,4
"American_Voices_With_Alicia_Menendez_47_2020",0,6,"msnbc","American_Voices_With_Alicia_Menendez",47,2020,"msnbc",38,11,46,1,0,0,1,1.79175946922805,0,0,0,1,0,0,0,4
"American_Voices_With_Alicia_Menendez_48_2020",0,4,"msnbc","American_Voices_With_Alicia_Menendez",48,2020,"msnbc",39,11,39,0,0,0,1,1.38629436111989,0,0,0,0,0,0,0,4
"American_Voices_With_Alicia_Menendez_49_2020",0,12,"msnbc","American_Voices_With_Alicia_Menendez",49,2020,"msnbc",40,8,38,0,0,0,1,2.484906649788,0,0,0,0,0,0,0,4
"American_Voices_With_Alicia_Menendez_50_2020",0,9,"msnbc","American_Voices_With_Alicia_Menendez",50,2020,"msnbc",41,15,120,1,1,0,1,2.19722457733622,0,0,1,1,1,0,1,4
"American_Voices_With_Alicia_Menendez_51_2020",0,7,"msnbc","American_Voices_With_Alicia_Menendez",51,2020,"msnbc",42,11,116,1,0,0,1,1.94591014905531,0,0,0,1,0,0,0,4
"American_Voices_With_Alicia_Menendez_52_2020",0,10,"msnbc","American_Voices_With_Alicia_Menendez",52,2020,"msnbc",43,37,60,1,1,0,1,2.30258509299405,0,0,1,1,1,0,1,4
"Americas_Choice_2020_Democratic_National_Convention_33_2020",0,6,"cnn","Americas_Choice_2020_Democratic_National_Convention",33,2020,"cnn",24,15,35,0,0,1,0,1.79175946922805,0,0,0,0,0,0,0,5
"Americas_Choice_2020_Democratic_National_Convention_34_2020",0,11,"cnn","Americas_Choice_2020_Democratic_National_Convention",34,2020,"cnn",25,19,54,1,1,1,0,2.39789527279837,1,1,0,0,1,1,0,5
"Americas_Choice_2020_Republican_National_Convention_34_2020",0,35,"cnn","Americas_Choice_2020_Republican_National_Convention",34,2020,"cnn",25,26,75,1,1,1,0,3.55534806148941,1,1,0,0,1,1,0,6
"Americas_Choice_2020_Republican_National_Convention_35_2020",0,12,"cnn","Americas_Choice_2020_Republican_National_Convention",35,2020,"cnn",26,20,38,0,0,1,0,2.484906649788,0,0,0,0,0,0,0,6
"Americas_Choice_2020_Super_Tuesday_10_2020",6,52,"cnn","Americas_Choice_2020_Super_Tuesday",10,2020,"cnn",1,40,238,1,0,1,0,3.95124371858143,0,1,0,0,0,0,0,7
"Americas_Choice_2020_Super_Tuesday_11_2020",0,3,"cnn","Americas_Choice_2020_Super_Tuesday",11,2020,"cnn",2,42,186,0,1,1,0,1.09861228866811,1,0,0,0,0,0,0,7
"Americas_News_Headquarters_10_2020",0,32,"fox","Americas_News_Headquarters",10,2020,"fox",1,110,402,1,1,0,0,3.46573590279973,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_11_2020",0,24,"fox","Americas_News_Headquarters",11,2020,"fox",2,55,292,1,1,0,0,3.17805383034795,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_12_2020",0,12,"fox","Americas_News_Headquarters",12,2020,"fox",3,56,393,1,1,0,0,2.484906649788,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_13_2020",0,6,"fox","Americas_News_Headquarters",13,2020,"fox",4,76,297,1,1,0,0,1.79175946922805,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_14_2020",0,22,"fox","Americas_News_Headquarters",14,2020,"fox",5,91,423,1,1,0,0,3.09104245335832,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_15_2020",0,45,"fox","Americas_News_Headquarters",15,2020,"fox",6,122,439,1,1,0,0,3.80666248977032,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_16_2020",0,38,"fox","Americas_News_Headquarters",16,2020,"fox",7,122,405,1,1,0,0,3.63758615972639,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_17_2020",0,29,"fox","Americas_News_Headquarters",17,2020,"fox",8,111,343,1,1,0,0,3.36729582998647,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_18_2020",0,35,"fox","Americas_News_Headquarters",18,2020,"fox",9,71,392,1,1,0,0,3.55534806148941,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_19_2020",0,14,"fox","Americas_News_Headquarters",19,2020,"fox",10,84,384,1,1,0,0,2.63905732961526,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_20_2020",0,8,"fox","Americas_News_Headquarters",20,2020,"fox",11,46,123,0,1,0,0,2.07944154167984,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_21_2020",0,18,"fox","Americas_News_Headquarters",21,2020,"fox",12,82,187,1,1,0,0,2.89037175789616,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_23_2020",0,3,"fox","Americas_News_Headquarters",23,2020,"fox",14,17,50,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_24_2020",0,4,"fox","Americas_News_Headquarters",24,2020,"fox",15,20,75,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_25_2020",0,13,"fox","Americas_News_Headquarters",25,2020,"fox",16,40,109,0,1,0,0,2.56494935746154,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_26_2020",0,10,"fox","Americas_News_Headquarters",26,2020,"fox",17,29,228,1,0,0,0,2.30258509299405,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_27_2020",0,22,"fox","Americas_News_Headquarters",27,2020,"fox",18,38,113,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_28_2020",0,16,"fox","Americas_News_Headquarters",28,2020,"fox",19,41,113,0,1,0,0,2.77258872223978,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_29_2020",0,31,"fox","Americas_News_Headquarters",29,2020,"fox",20,29,107,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_30_2020",0,17,"fox","Americas_News_Headquarters",30,2020,"fox",21,33,126,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_31_2020",0,28,"fox","Americas_News_Headquarters",31,2020,"fox",22,57,136,1,1,0,0,3.3322045101752,0,0,0,0,1,0,0,8
"Americas_News_Headquarters_32_2020",0,26,"fox","Americas_News_Headquarters",32,2020,"fox",23,46,103,0,1,0,0,3.25809653802148,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_33_2020",0,7,"fox","Americas_News_Headquarters",33,2020,"fox",24,11,37,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_34_2020",0,1,"fox","Americas_News_Headquarters",34,2020,"fox",25,22,57,0,0,0,0,0,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_37_2020",0,10,"fox","Americas_News_Headquarters",37,2020,"fox",28,23,115,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_40_2020",0,7,"fox","Americas_News_Headquarters",40,2020,"fox",31,15,173,1,0,0,0,1.94591014905531,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_41_2020",0,11,"fox","Americas_News_Headquarters",41,2020,"fox",32,30,182,1,0,0,0,2.39789527279837,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_42_2020",0,1,"fox","Americas_News_Headquarters",42,2020,"fox",33,15,104,0,0,0,0,0,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_43_2020",0,6,"fox","Americas_News_Headquarters",43,2020,"fox",34,19,37,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_46_2020",0,5,"fox","Americas_News_Headquarters",46,2020,"fox",37,11,39,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_47_2020",0,9,"fox","Americas_News_Headquarters",47,2020,"fox",38,38,170,1,0,0,0,2.19722457733622,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_48_2020",0,10,"fox","Americas_News_Headquarters",48,2020,"fox",39,44,111,0,1,0,0,2.30258509299405,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_49_2020",0,7,"fox","Americas_News_Headquarters",49,2020,"fox",40,19,101,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_50_2020",0,18,"fox","Americas_News_Headquarters",50,2020,"fox",41,8,71,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_51_2020",0,5,"fox","Americas_News_Headquarters",51,2020,"fox",42,32,133,1,0,0,0,1.6094379124341,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_52_2020",0,4,"fox","Americas_News_Headquarters",52,2020,"fox",43,27,104,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,8
"Americas_News_Headquarters_9_2020",0,20,"fox","Americas_News_Headquarters",9,2020,"fox",0,48,285,1,1,0,0,2.99573227355399,0,0,0,0,1,0,0,8
"Americas_Newsroom_10_2020",0,68,"fox","Americas_Newsroom",10,2020,"fox",1,48,293,1,1,0,0,4.21950770517611,0,0,0,0,1,0,0,9
"Americas_Newsroom_11_2020",3,68,"fox","Americas_Newsroom",11,2020,"fox",2,59,512,1,1,0,0,4.21950770517611,0,0,0,0,1,0,0,9
"Americas_Newsroom_12_2020",0,58,"fox","Americas_Newsroom",12,2020,"fox",3,92,538,1,1,0,0,4.06044301054642,0,0,0,0,1,0,0,9
"Americas_Newsroom_13_2020",0,26,"fox","Americas_Newsroom",13,2020,"fox",4,133,857,1,1,0,0,3.25809653802148,0,0,0,0,1,0,0,9
"Americas_Newsroom_14_2020",0,59,"fox","Americas_Newsroom",14,2020,"fox",5,130,698,1,1,0,0,4.07753744390572,0,0,0,0,1,0,0,9
"Americas_Newsroom_15_2020",0,33,"fox","Americas_Newsroom",15,2020,"fox",6,166,756,1,1,0,0,3.49650756146648,0,0,0,0,1,0,0,9
"Americas_Newsroom_16_2020",0,35,"fox","Americas_Newsroom",16,2020,"fox",7,104,397,1,1,0,0,3.55534806148941,0,0,0,0,1,0,0,9
"Americas_Newsroom_17_2020",0,35,"fox","Americas_Newsroom",17,2020,"fox",8,91,323,1,1,0,0,3.55534806148941,0,0,0,0,1,0,0,9
"Americas_Newsroom_18_2020",0,33,"fox","Americas_Newsroom",18,2020,"fox",9,25,91,0,0,0,0,3.49650756146648,0,0,0,0,0,0,0,9
"Americas_Newsroom_19_2020",0,30,"fox","Americas_Newsroom",19,2020,"fox",10,65,288,1,1,0,0,3.40119738166216,0,0,0,0,1,0,0,9
"Americas_Newsroom_20_2020",0,41,"fox","Americas_Newsroom",20,2020,"fox",11,49,202,1,1,0,0,3.71357206670431,0,0,0,0,1,0,0,9
"Americas_Newsroom_22_2020",0,6,"fox","Americas_Newsroom",22,2020,"fox",13,25,38,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,9
"Americas_Newsroom_23_2020",0,4,"fox","Americas_Newsroom",23,2020,"fox",14,8,17,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,9
"Americas_Newsroom_24_2020",0,13,"fox","Americas_Newsroom",24,2020,"fox",15,15,52,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,9
"Americas_Newsroom_25_2020",0,7,"fox","Americas_Newsroom",25,2020,"fox",16,13,50,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,9
"Americas_Newsroom_26_2020",1,46,"fox","Americas_Newsroom",26,2020,"fox",17,63,284,1,1,0,0,3.8286413964891,0,0,0,0,1,0,0,9
"Americas_Newsroom_27_2020",0,14,"fox","Americas_Newsroom",27,2020,"fox",18,21,114,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,9
"Americas_Newsroom_28_2020",0,54,"fox","Americas_Newsroom",28,2020,"fox",19,43,113,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,9
"Americas_Newsroom_29_2020",0,33,"fox","Americas_Newsroom",29,2020,"fox",20,56,177,1,1,0,0,3.49650756146648,0,0,0,0,1,0,0,9
"Americas_Newsroom_30_2020",0,55,"fox","Americas_Newsroom",30,2020,"fox",21,57,123,0,1,0,0,4.00733318523247,0,0,0,0,0,0,0,9
"Americas_Newsroom_31_2020",0,26,"fox","Americas_Newsroom",31,2020,"fox",22,69,298,1,1,0,0,3.25809653802148,0,0,0,0,1,0,0,9
"Americas_Newsroom_32_2020",0,31,"fox","Americas_Newsroom",32,2020,"fox",23,66,168,1,1,0,0,3.43398720448515,0,0,0,0,1,0,0,9
"Americas_Newsroom_33_2020",0,50,"fox","Americas_Newsroom",33,2020,"fox",24,43,92,0,0,0,0,3.91202300542815,0,0,0,0,0,0,0,9
"Americas_Newsroom_34_2020",0,27,"fox","Americas_Newsroom",34,2020,"fox",25,24,56,0,0,0,0,3.29583686600433,0,0,0,0,0,0,0,9
"Americas_Newsroom_35_2020",0,3,"fox","Americas_Newsroom",35,2020,"fox",26,25,71,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,9
"Americas_Newsroom_36_2020",0,37,"fox","Americas_Newsroom",36,2020,"fox",27,65,142,0,1,0,0,3.61091791264422,0,0,0,0,0,0,0,9
"Americas_Newsroom_37_2020",0,49,"fox","Americas_Newsroom",37,2020,"fox",28,48,170,1,1,0,0,3.89182029811063,0,0,0,0,1,0,0,9
"Americas_Newsroom_38_2020",0,31,"fox","Americas_Newsroom",38,2020,"fox",29,45,157,0,1,0,0,3.43398720448515,0,0,0,0,0,0,0,9
"Americas_Newsroom_39_2020",0,47,"fox","Americas_Newsroom",39,2020,"fox",30,70,261,1,1,0,0,3.85014760171006,0,0,0,0,1,0,0,9
"Americas_Newsroom_40_2020",0,55,"fox","Americas_Newsroom",40,2020,"fox",31,26,552,1,0,0,0,4.00733318523247,0,0,0,0,0,0,0,9
"Americas_Newsroom_41_2020",0,45,"fox","Americas_Newsroom",41,2020,"fox",32,23,147,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0,9
"Americas_Newsroom_42_2020",0,17,"fox","Americas_Newsroom",42,2020,"fox",33,15,58,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,9
"Americas_Newsroom_43_2020",0,16,"fox","Americas_Newsroom",43,2020,"fox",34,18,28,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,9
"Americas_Newsroom_44_2020",0,18,"fox","Americas_Newsroom",44,2020,"fox",35,23,53,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,9
"Americas_Newsroom_45_2020",0,5,"fox","Americas_Newsroom",45,2020,"fox",36,5,21,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,9
"Americas_Newsroom_46_2020",0,21,"fox","Americas_Newsroom",46,2020,"fox",37,22,87,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,9
"Americas_Newsroom_47_2020",0,70,"fox","Americas_Newsroom",47,2020,"fox",38,62,234,1,1,0,0,4.24849524204936,0,0,0,0,1,0,0,9
"Americas_Newsroom_48_2020",0,38,"fox","Americas_Newsroom",48,2020,"fox",39,44,285,1,0,0,0,3.63758615972639,0,0,0,0,0,0,0,9
"Americas_Newsroom_49_2020",0,44,"fox","Americas_Newsroom",49,2020,"fox",40,46,252,1,1,0,0,3.78418963391826,0,0,0,0,1,0,0,9
"Americas_Newsroom_51_2020",0,37,"fox","Americas_Newsroom",51,2020,"fox",42,28,136,0,0,0,0,3.61091791264422,0,0,0,0,0,0,0,9
"Americas_Newsroom_52_2020",0,58,"fox","Americas_Newsroom",52,2020,"fox",43,41,167,1,0,0,0,4.06044301054642,0,0,0,0,0,0,0,9
"Americas_Newsroom_53_2020",0,11,"fox","Americas_Newsroom",53,2020,"fox",44,16,56,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,9
"Americas_Newsroom_9_2020",0,8,"fox","Americas_Newsroom",9,2020,"fox",0,14,63,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,9
"Anderson_Cooper_360_10_2020",0,2,"cnn","Anderson_Cooper_360",10,2020,"cnn",1,2,35,0,0,1,0,0.693147180559945,0,0,0,0,0,0,0,10
