"fauci","cc","network","show","week","year"
NA,NA,"cnn","Smerconish",39,2020
NA,NA,"cnn","Smerconish",40,2020
NA,NA,"cnn","Smerconish",41,2020
NA,NA,"cnn","Smerconish",42,2020
NA,NA,"cnn","Smerconish",43,2020
NA,NA,"cnn","Smerconish",44,2020
NA,NA,"cnn","Smerconish",45,2020
NA,NA,"cnn","Smerconish",46,2020
NA,NA,"cnn","Smerconish",47,2020
NA,NA,"cnn","Smerconish",48,2020
NA,NA,"cnn","Smerconish",49,2020
NA,NA,"cnn","Smerconish",50,2020
0,2,"cnn","Smerconish",51,2020
0,1,"cnn","Smerconish",52,2020
NA,NA,"cnn","Smerconish",53,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",9,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",10,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",11,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",12,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",13,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",14,2020
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",15,2020
0,14,"cnn","State_of_the_Union_With_Jake_Tapper",16,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",17,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",18,2020
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",19,2020
0,7,"cnn","State_of_the_Union_With_Jake_Tapper",20,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",21,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",22,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",23,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",24,2020
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",25,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",26,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",27,2020
0,8,"cnn","State_of_the_Union_With_Jake_Tapper",28,2020
0,11,"cnn","State_of_the_Union_With_Jake_Tapper",29,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",30,2020
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",31,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",32,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",33,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",34,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",35,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",36,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",37,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",38,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",39,2020
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",40,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",41,2020
0,12,"cnn","State_of_the_Union_With_Jake_Tapper",42,2020
0,10,"cnn","State_of_the_Union_With_Jake_Tapper",43,2020
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",44,2020
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",45,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",46,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",47,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",48,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",49,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",50,2020
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",51,2020
11,33,"cnn","State_of_the_Union_With_Jake_Tapper",52,2020
NA,NA,"cnn","State_of_the_Union_With_Jake_Tapper",53,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",9,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",10,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",11,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",12,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",13,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",14,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",15,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",16,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",17,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",18,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",19,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",20,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",21,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",22,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",23,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",24,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",25,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",26,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",27,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",28,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",29,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",30,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",31,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",32,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",33,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",34,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",35,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",36,2020
0,13,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",37,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",38,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",39,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",40,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",41,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",42,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",43,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",44,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",45,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",46,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",47,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",48,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",49,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",50,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",51,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",52,2020
NA,NA,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",53,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",9,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",10,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",11,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",12,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",13,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",14,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",15,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",16,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",17,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",18,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",19,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",20,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",21,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",22,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",23,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",24,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",25,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",26,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",27,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",28,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",29,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",30,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",31,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",32,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",33,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",34,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",35,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",36,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",37,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",38,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",39,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",40,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",41,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",42,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",43,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",44,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",45,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",46,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",47,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",48,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",49,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",50,2020
2,9,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",51,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",52,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",53,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",9,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",10,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",11,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",12,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",13,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",14,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",15,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",16,2020
0,22,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",17,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",18,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",19,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",20,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",21,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",22,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",23,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",24,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",25,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",26,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",27,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",28,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",29,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",30,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",31,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",32,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",33,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",34,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",35,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",36,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",37,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",38,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",39,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",40,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",41,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",42,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",43,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",44,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",45,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",46,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",47,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",48,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",49,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",50,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",51,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",52,2020
NA,NA,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",53,2020
NA,NA,"cnn","The_Color_of_COVID",9,2020
NA,NA,"cnn","The_Color_of_COVID",10,2020
NA,NA,"cnn","The_Color_of_COVID",11,2020
NA,NA,"cnn","The_Color_of_COVID",12,2020
NA,NA,"cnn","The_Color_of_COVID",13,2020
NA,NA,"cnn","The_Color_of_COVID",14,2020
NA,NA,"cnn","The_Color_of_COVID",15,2020
0,12,"cnn","The_Color_of_COVID",16,2020
0,11,"cnn","The_Color_of_COVID",17,2020
NA,NA,"cnn","The_Color_of_COVID",18,2020
NA,NA,"cnn","The_Color_of_COVID",19,2020
0,6,"cnn","The_Color_of_COVID",20,2020
NA,NA,"cnn","The_Color_of_COVID",21,2020
NA,NA,"cnn","The_Color_of_COVID",22,2020
NA,NA,"cnn","The_Color_of_COVID",23,2020
NA,NA,"cnn","The_Color_of_COVID",24,2020
NA,NA,"cnn","The_Color_of_COVID",25,2020
NA,NA,"cnn","The_Color_of_COVID",26,2020
NA,NA,"cnn","The_Color_of_COVID",27,2020
NA,NA,"cnn","The_Color_of_COVID",28,2020
NA,NA,"cnn","The_Color_of_COVID",29,2020
NA,NA,"cnn","The_Color_of_COVID",30,2020
NA,NA,"cnn","The_Color_of_COVID",31,2020
NA,NA,"cnn","The_Color_of_COVID",32,2020
NA,NA,"cnn","The_Color_of_COVID",33,2020
NA,NA,"cnn","The_Color_of_COVID",34,2020
NA,NA,"cnn","The_Color_of_COVID",35,2020
NA,NA,"cnn","The_Color_of_COVID",36,2020
NA,NA,"cnn","The_Color_of_COVID",37,2020
NA,NA,"cnn","The_Color_of_COVID",38,2020
NA,NA,"cnn","The_Color_of_COVID",39,2020
NA,NA,"cnn","The_Color_of_COVID",40,2020
NA,NA,"cnn","The_Color_of_COVID",41,2020
NA,NA,"cnn","The_Color_of_COVID",42,2020
NA,NA,"cnn","The_Color_of_COVID",43,2020
NA,NA,"cnn","The_Color_of_COVID",44,2020
NA,NA,"cnn","The_Color_of_COVID",45,2020
NA,NA,"cnn","The_Color_of_COVID",46,2020
NA,NA,"cnn","The_Color_of_COVID",47,2020
NA,NA,"cnn","The_Color_of_COVID",48,2020
NA,NA,"cnn","The_Color_of_COVID",49,2020
NA,NA,"cnn","The_Color_of_COVID",50,2020
NA,NA,"cnn","The_Color_of_COVID",51,2020
NA,NA,"cnn","The_Color_of_COVID",52,2020
NA,NA,"cnn","The_Color_of_COVID",53,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",9,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",10,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",11,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",12,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",13,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",14,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",15,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",16,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",17,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",18,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",19,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",20,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",21,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",22,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",23,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",24,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",25,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",26,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",27,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",28,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",29,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",30,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",31,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",32,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",33,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",34,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",35,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",36,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",37,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",38,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",39,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",40,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",41,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",42,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",43,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",44,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",45,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",46,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",47,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",48,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",49,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",50,2020
20,92,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",51,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",52,2020
NA,NA,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",53,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",9,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",10,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",11,2020
1,9,"cnn","The_Lead_With_Jake_Tapper",12,2020
0,1,"cnn","The_Lead_With_Jake_Tapper",13,2020
0,2,"cnn","The_Lead_With_Jake_Tapper",14,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",15,2020
0,3,"cnn","The_Lead_With_Jake_Tapper",16,2020
0,5,"cnn","The_Lead_With_Jake_Tapper",17,2020
0,12,"cnn","The_Lead_With_Jake_Tapper",18,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",19,2020
0,2,"cnn","The_Lead_With_Jake_Tapper",20,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",21,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",22,2020
0,2,"cnn","The_Lead_With_Jake_Tapper",23,2020
0,2,"cnn","The_Lead_With_Jake_Tapper",24,2020
0,2,"cnn","The_Lead_With_Jake_Tapper",25,2020
1,11,"cnn","The_Lead_With_Jake_Tapper",26,2020
0,10,"cnn","The_Lead_With_Jake_Tapper",27,2020
1,17,"cnn","The_Lead_With_Jake_Tapper",28,2020
0,7,"cnn","The_Lead_With_Jake_Tapper",29,2020
0,6,"cnn","The_Lead_With_Jake_Tapper",30,2020
0,5,"cnn","The_Lead_With_Jake_Tapper",31,2020
0,3,"cnn","The_Lead_With_Jake_Tapper",32,2020
0,8,"cnn","The_Lead_With_Jake_Tapper",33,2020
0,6,"cnn","The_Lead_With_Jake_Tapper",34,2020
0,5,"cnn","The_Lead_With_Jake_Tapper",35,2020
NA,NA,"cnn","The_Lead_With_Jake_Tapper",36,2020
0,6,"cnn","The_Lead_With_Jake_Tapper",37,2020
