"network","week","wordcounts","show","year","death_text","health_text","network2","week2","wc","cnn","msnbc","log_wc","cnn_times_week2","msnbc_times_week2","show_id"
"cnn",43,590,"Erin_Burnett_OutFront",2020,6,12,"cnn",34,590,1,0,6.38012253689976,34,0,27
"cnn",44,1213,"Erin_Burnett_OutFront",2020,22,49,"cnn",35,1213,1,0,7.10085190894405,35,0,27
"cnn",46,1152,"Erin_Burnett_OutFront",2020,12,45,"cnn",37,1152,1,0,7.04925484125584,37,0,27
"cnn",47,1519,"Erin_Burnett_OutFront",2020,8,50,"cnn",38,1519,1,0,7.32580750259577,38,0,27
"cnn",48,728,"Erin_Burnett_OutFront",2020,5,23,"cnn",39,728,1,0,6.59030104819669,39,0,27
"cnn",49,557,"Erin_Burnett_OutFront",2020,5,34,"cnn",40,557,1,0,6.32256523992728,40,0,27
"cnn",51,1350,"Erin_Burnett_OutFront",2020,20,78,"cnn",42,1350,1,0,7.20785987143248,42,0,27
"cnn",52,2745,"Erin_Burnett_OutFront",2020,16,78,"cnn",43,2745,1,0,7.91753635394363,43,0,27
"cnn",53,1562,"Erin_Burnett_OutFront",2020,19,60,"cnn",44,1562,1,0,7.35372233039963,44,0,27
"cnn",30,249,"Facing_the_Realities_of_Racism_Unconscious_Bias",2020,4,8,"cnn",21,249,1,0,5.51745289646471,21,0,28
"cnn",13,1893,"Fareed_Zakaria_GPS",2020,22,70,"cnn",4,1893,1,0,7.54591815120932,4,0,29
"cnn",14,1224,"Fareed_Zakaria_GPS",2020,14,72,"cnn",5,1224,1,0,7.10987946307227,5,0,29
"cnn",15,457,"Fareed_Zakaria_GPS",2020,6,19,"cnn",6,457,1,0,6.12468339089421,6,0,29
"cnn",16,1052,"Fareed_Zakaria_GPS",2020,7,48,"cnn",7,1052,1,0,6.95844839329766,7,0,29
"cnn",17,1590,"Fareed_Zakaria_GPS",2020,9,47,"cnn",8,1590,1,0,7.37148929521428,8,0,29
"cnn",18,991,"Fareed_Zakaria_GPS",2020,9,20,"cnn",9,991,1,0,6.89871453432999,9,0,29
"cnn",19,1285,"Fareed_Zakaria_GPS",2020,15,35,"cnn",10,1285,1,0,7.15851399732932,10,0,29
"cnn",21,1188,"Fareed_Zakaria_GPS",2020,12,24,"cnn",12,1188,1,0,7.08002649992259,12,0,29
"cnn",23,113,"Fareed_Zakaria_GPS",2020,5,1,"cnn",14,113,1,0,4.72738781871234,14,0,29
"cnn",26,775,"Fareed_Zakaria_GPS",2020,4,10,"cnn",17,775,1,0,6.65286302935335,17,0,29
"cnn",28,551,"Fareed_Zakaria_GPS",2020,6,13,"cnn",19,551,1,0,6.31173480915291,19,0,29
"cnn",33,67,"Fareed_Zakaria_GPS",2020,2,1,"cnn",24,67,1,0,4.20469261939097,24,0,29
"cnn",34,392,"Fareed_Zakaria_GPS",2020,7,6,"cnn",25,392,1,0,5.97126183979046,25,0,29
"cnn",40,2381,"Fareed_Zakaria_GPS",2020,22,112,"cnn",31,2381,1,0,7.77527584648686,31,0,29
"cnn",45,420,"Fareed_Zakaria_GPS",2020,7,20,"cnn",36,420,1,0,6.04025471127741,36,0,29
"cnn",52,1365,"Fareed_Zakaria_GPS",2020,19,60,"cnn",43,1365,1,0,7.21890970761906,43,0,29
"cnn",43,1098,"Final_Presidential_Debate",2020,21,26,"cnn",34,1098,1,0,7.00124562206948,34,0,30
"cnn",40,948,"First_Presidential_Debate",2020,15,19,"cnn",31,948,1,0,6.85435450225502,31,0,31
"cnn",15,414,"Inside_Politics",2020,3,12,"cnn",6,414,1,0,6.02586597382531,6,0,32
"cnn",17,1136,"Inside_Politics",2020,11,32,"cnn",8,1136,1,0,7.0352685992811,8,0,32
"cnn",20,973,"Inside_Politics",2020,6,50,"cnn",11,973,1,0,6.880384082186,11,0,32
"cnn",24,543,"Inside_Politics",2020,5,23,"cnn",15,543,1,0,6.29710931993394,15,0,32
"cnn",29,1454,"Inside_Politics",2020,6,39,"cnn",20,1454,1,0,7.28207365809346,20,0,32
"cnn",31,715,"Inside_Politics",2020,2,6,"cnn",22,715,1,0,6.57228254269401,22,0,32
"cnn",32,935,"Inside_Politics",2020,6,25,"cnn",23,935,1,0,6.84054652928869,23,0,32
"cnn",33,842,"Inside_Politics",2020,13,35,"cnn",24,842,1,0,6.73578001424233,24,0,32
"cnn",34,1232,"Inside_Politics",2020,13,30,"cnn",25,1232,1,0,7.11639414409346,25,0,32
"cnn",35,787,"Inside_Politics",2020,6,15,"cnn",26,787,1,0,6.6682282484174,26,0,32
"cnn",37,1148,"Inside_Politics",2020,16,25,"cnn",28,1148,1,0,7.04577657687951,28,0,32
"cnn",45,621,"Inside_Politics",2020,8,11,"cnn",36,621,1,0,6.43133108193348,36,0,32
"cnn",9,293,"Joe_Biden_CNN_Town_Hall",2020,4,10,"cnn",0,293,1,0,5.68017260901707,0,0,33
"cnn",30,928,"John_Lewis_Memorial",2020,21,37,"cnn",21,928,1,0,6.8330317327862,21,0,34
"cnn",35,1243,"March_on_Washington_2020",2020,17,22,"cnn",26,1243,1,0,7.12528309151071,26,0,35
"cnn",9,1369,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,14,53,"cnn",0,1369,1,0,7.22183582528845,0,0,36
"cnn",11,5909,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,25,191,"cnn",2,5909,1,0,8.68423189134568,2,0,36
"cnn",12,1054,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,10,62,"cnn",3,1054,1,0,6.96034772910131,3,0,36
"cnn",13,5762,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,59,298,"cnn",4,5762,1,0,8.65903991564447,4,0,36
"cnn",14,7049,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,59,333,"cnn",5,7049,1,0,8.86064104177388,5,0,36
"cnn",15,3187,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,23,134,"cnn",6,3187,1,0,8.06683531441734,6,0,36
"cnn",16,2249,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,32,92,"cnn",7,2249,1,0,7.71824095195932,7,0,36
"cnn",17,3179,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,23,124,"cnn",8,3179,1,0,8.0643219609108,8,0,36
"cnn",18,1498,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,18,66,"cnn",9,1498,1,0,7.31188616407716,9,0,36
"cnn",19,1963,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,22,82,"cnn",10,1963,1,0,7.58222919427646,10,0,36
"cnn",20,2098,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,15,107,"cnn",11,2098,1,0,7.64873978895624,11,0,36
"cnn",21,6369,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,44,176,"cnn",12,6369,1,0,8.75919775037137,12,0,36
"cnn",22,358,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,1,6,"cnn",13,358,1,0,5.8805329864007,13,0,36
"cnn",23,1238,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,15,60,"cnn",14,1238,1,0,7.12125245324454,14,0,36
"cnn",24,2442,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,40,89,"cnn",15,2442,1,0,7.80057265467065,15,0,36
"cnn",25,2793,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,86,"cnn",16,2793,1,0,7.93487156594518,16,0,36
"cnn",26,3608,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,25,116,"cnn",17,3608,1,0,8.19090888118251,17,0,36
"cnn",27,3414,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,21,135,"cnn",18,3414,1,0,8.13563990335439,18,0,36
"cnn",28,6332,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,73,292,"cnn",19,6332,1,0,8.7533714210009,19,0,36
"cnn",29,2494,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,34,113,"cnn",20,2494,1,0,7.82164312623998,20,0,36
"cnn",30,4094,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,56,173,"cnn",21,4094,1,0,8.31727776622123,21,0,36
"cnn",31,4325,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,45,137,"cnn",22,4325,1,0,8.37216741936598,22,0,36
"cnn",32,3222,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,104,"cnn",23,3222,1,0,8.07775756373692,23,0,36
"cnn",33,3497,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,31,106,"cnn",24,3497,1,0,8.15966073706338,24,0,36
"cnn",34,3425,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,49,92,"cnn",25,3425,1,0,8.13885675069633,25,0,36
"cnn",36,1542,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,33,"cnn",27,1542,1,0,7.34083555412327,27,0,36
"cnn",37,2752,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,10,133,"cnn",28,2752,1,0,7.92008319905323,28,0,36
"cnn",38,684,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,10,32,"cnn",29,684,1,0,6.52795791762255,29,0,36
"cnn",39,1492,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,18,57,"cnn",30,1492,1,0,7.30787278076371,30,0,36
"cnn",40,6678,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,39,244,"cnn",31,6678,1,0,8.8065738205036,31,0,36
"cnn",41,2822,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,21,139,"cnn",32,2822,1,0,7.94520113241276,32,0,36
"cnn",42,1507,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,17,43,"cnn",33,1507,1,0,7.3178761986265,33,0,36
"cnn",43,4322,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,29,148,"cnn",34,4322,1,0,8.37147353706683,34,0,36
"cnn",44,6786,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,83,244,"cnn",35,6786,1,0,8.82261694534418,35,0,36
"cnn",46,3093,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,19,131,"cnn",37,3093,1,0,8.03689677268507,37,0,36
"cnn",47,6872,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,66,293,"cnn",38,6872,1,0,8.83521046366409,38,0,36
"cnn",48,4378,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,55,160,"cnn",39,4378,1,0,8.38434727808281,39,0,36
"cnn",49,1522,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,21,69,"cnn",40,1522,1,0,7.32778053842163,40,0,36
"cnn",50,5890,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,62,402,"cnn",41,5890,1,0,8.68101127664563,41,0,36
"cnn",51,3512,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,22,234,"cnn",42,3512,1,0,8.16394095475501,42,0,36
"cnn",52,5369,"New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",2020,71,209,"cnn",43,5369,1,0,8.58839695042257,43,0,36
"cnn",9,938,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,7,47,"cnn",0,938,1,0,6.84374994900622,0,0,37
"cnn",10,2468,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,25,82,"cnn",1,2468,1,0,7.81116338502528,1,0,37
"cnn",11,5984,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,40,250,"cnn",2,5984,1,0,8.69684451965431,2,0,37
"cnn",12,8386,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,55,449,"cnn",3,8386,1,0,9.03431892773071,3,0,37
"cnn",13,5058,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,73,327,"cnn",4,5058,1,0,8.52872642722991,4,0,37
"cnn",14,6818,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,93,382,"cnn",5,6818,1,0,8.82732145269785,5,0,37
"cnn",15,3829,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,32,146,"cnn",6,3829,1,0,8.25035895147729,6,0,37
"cnn",16,5906,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,48,255,"cnn",7,5906,1,0,8.68372406230387,7,0,37
"cnn",17,11624,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,136,487,"cnn",8,11624,1,0,9.36082720525012,8,0,37
"cnn",18,5581,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,79,256,"cnn",9,5581,1,0,8.62712325078843,9,0,37
"cnn",19,5492,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,60,229,"cnn",10,5492,1,0,8.61104776688786,10,0,37
"cnn",20,5392,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,43,225,"cnn",11,5392,1,0,8.59267165259214,11,0,37
"cnn",21,2075,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,35,47,"cnn",12,2075,1,0,7.6377164326648,12,0,37
"cnn",22,867,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,26,14,"cnn",13,867,1,0,6.76503897678054,13,0,37
"cnn",23,385,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,1,14,"cnn",14,385,1,0,5.95324333428778,14,0,37
"cnn",24,5369,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,54,150,"cnn",15,5369,1,0,8.58839695042257,15,0,37
"cnn",25,5629,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,59,145,"cnn",16,5629,1,0,8.63568708546403,16,0,37
"cnn",26,3748,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,31,149,"cnn",17,3748,1,0,8.22897764335831,17,0,37
"cnn",27,3149,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,15,140,"cnn",18,3149,1,0,8.05484022110102,18,0,37
"cnn",28,7671,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,60,340,"cnn",19,7671,1,0,8.9452022639593,19,0,37
"cnn",29,8584,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,78,290,"cnn",20,8584,1,0,9.05765528431053,20,0,37
"cnn",30,4986,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,60,177,"cnn",21,4986,1,0,8.5143892640835,21,0,37
"cnn",31,3027,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,22,105,"cnn",22,3027,1,0,8.01532730902172,22,0,37
"cnn",32,5618,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,50,220,"cnn",23,5618,1,0,8.63373100766419,23,0,37
"cnn",33,3706,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,42,112,"cnn",24,3706,1,0,8.21770840684531,24,0,37
"cnn",34,4803,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,37,129,"cnn",25,4803,1,0,8.47699600166482,25,0,37
"cnn",35,4468,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,65,163,"cnn",26,4468,1,0,8.40469616018909,26,0,37
"cnn",36,3909,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,42,84,"cnn",27,3909,1,0,8.27103686579295,27,0,37
"cnn",37,3195,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,65,92,"cnn",28,3195,1,0,8.06934236681164,28,0,37
"cnn",38,4298,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,74,137,"cnn",29,4298,1,0,8.36590507720246,29,0,37
"cnn",39,4095,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,48,146,"cnn",30,4095,1,0,8.31752199628717,30,0,37
"cnn",40,4435,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,28,109,"cnn",31,4435,1,0,8.39728289474368,31,0,37
"cnn",41,3880,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,27,117,"cnn",32,3880,1,0,8.26359043261732,32,0,37
"cnn",42,8871,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,71,332,"cnn",33,8871,1,0,9.09054280852059,33,0,37
"cnn",43,6394,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,107,193,"cnn",34,6394,1,0,8.76311532961979,34,0,37
"cnn",44,1058,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,10,21,"cnn",35,1058,1,0,6.96413561241824,35,0,37
"cnn",45,1237,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,11,52,"cnn",36,1237,1,0,7.12044437239249,36,0,37
"cnn",46,9900,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,129,380,"cnn",37,9900,1,0,9.20029003612268,37,0,37
"cnn",47,7510,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,95,311,"cnn",38,7510,1,0,8.92399074475818,38,0,37
"cnn",48,6988,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,56,332,"cnn",39,6988,1,0,8.85194967125395,39,0,37
"cnn",49,4692,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,79,270,"cnn",40,4692,1,0,8.45361420977337,40,0,37
"cnn",50,5996,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,91,369,"cnn",41,5996,1,0,8.69884785922249,41,0,37
"cnn",51,4993,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,42,280,"cnn",42,4993,1,0,8.51579221050061,42,0,37
"cnn",52,4718,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,49,117,"cnn",43,4718,1,0,8.45914025996762,43,0,37
"cnn",53,1937,"New_Day_With_Alisyn_Camerota_and_John_Berman",2020,34,69,"cnn",44,1937,1,0,7.568895663407,44,0,37
"cnn",18,1392,"Reliable_Sources_with_Brian_Stelter",2020,35,34,"cnn",9,1392,1,0,7.23849684089437,9,0,38
"cnn",20,463,"Reliable_Sources_with_Brian_Stelter",2020,7,4,"cnn",11,463,1,0,6.13772705408623,11,0,38
"cnn",21,631,"Reliable_Sources_with_Brian_Stelter",2020,5,4,"cnn",12,631,1,0,6.44730586254121,12,0,38
"cnn",28,475,"Reliable_Sources_with_Brian_Stelter",2020,4,7,"cnn",19,475,1,0,6.16331480403464,19,0,38
"cnn",29,368,"Reliable_Sources_with_Brian_Stelter",2020,2,8,"cnn",20,368,1,0,5.90808293816893,20,0,38
"cnn",32,490,"Reliable_Sources_with_Brian_Stelter",2020,4,7,"cnn",23,490,1,0,6.19440539110467,23,0,38
"cnn",34,561,"Reliable_Sources_with_Brian_Stelter",2020,3,14,"cnn",25,561,1,0,6.3297209055227,25,0,38
"cnn",43,650,"Reliable_Sources_with_Brian_Stelter",2020,6,9,"cnn",34,650,1,0,6.47697236288968,34,0,38
"cnn",45,415,"Reliable_Sources_with_Brian_Stelter",2020,4,4,"cnn",36,415,1,0,6.0282785202307,36,0,38
"cnn",12,77,"S._E._Cupp_Unfiltered",2020,3,1,"cnn",3,77,1,0,4.34380542185368,3,0,39
"cnn",12,1165,"Smerconish",2020,1,46,"cnn",3,1165,1,0,7.0604763659998,3,0,40
"cnn",13,1073,"Smerconish",2020,24,50,"cnn",4,1073,1,0,6.9782137426307,4,0,40
"cnn",14,1328,"Smerconish",2020,6,71,"cnn",5,1328,1,0,7.19142933003638,5,0,40
"cnn",15,883,"Smerconish",2020,9,35,"cnn",6,883,1,0,6.78332520060396,6,0,40
"cnn",19,981,"Smerconish",2020,11,32,"cnn",10,981,1,0,6.88857245956536,10,0,40
"cnn",21,183,"Smerconish",2020,2,1,"cnn",12,183,1,0,5.20948615284142,12,0,40
"cnn",23,528,"Smerconish",2020,4,25,"cnn",14,528,1,0,6.26909628370626,14,0,40
"cnn",25,845,"Smerconish",2020,3,27,"cnn",16,845,1,0,6.73933662735717,16,0,40
"cnn",36,810,"Smerconish",2020,13,33,"cnn",27,810,1,0,6.69703424766648,27,0,40
"cnn",41,140,"Smerconish",2020,1,1,"cnn",32,140,1,0,4.9416424226093,32,0,40
"cnn",51,852,"Smerconish",2020,14,59,"cnn",42,852,1,0,6.74758652682932,42,0,40
"cnn",52,1379,"Smerconish",2020,8,38,"cnn",43,1379,1,0,7.2291138777933,43,0,40
"cnn",15,971,"State_of_the_Union_With_Jake_Tapper",2020,14,36,"cnn",6,971,1,0,6.87832646829133,6,0,41
"cnn",19,4643,"State_of_the_Union_With_Jake_Tapper",2020,36,188,"cnn",10,4643,1,0,8.44311598801992,10,0,41
"cnn",20,1207,"State_of_the_Union_With_Jake_Tapper",2020,12,57,"cnn",11,1207,1,0,7.09589322109753,11,0,41
"cnn",22,453,"State_of_the_Union_With_Jake_Tapper",2020,5,17,"cnn",13,453,1,0,6.11589212548303,13,0,41
"cnn",26,1120,"State_of_the_Union_With_Jake_Tapper",2020,12,44,"cnn",17,1120,1,0,7.02108396428914,17,0,41
"cnn",28,986,"State_of_the_Union_With_Jake_Tapper",2020,6,27,"cnn",19,986,1,0,6.89365635460264,19,0,41
"cnn",29,774,"State_of_the_Union_With_Jake_Tapper",2020,5,30,"cnn",20,774,1,0,6.65157187358973,20,0,41
"cnn",31,453,"State_of_the_Union_With_Jake_Tapper",2020,8,7,"cnn",22,453,1,0,6.11589212548303,22,0,41
"cnn",40,1599,"State_of_the_Union_With_Jake_Tapper",2020,3,81,"cnn",31,1599,1,0,7.37713371283395,31,0,41
"cnn",43,1050,"State_of_the_Union_With_Jake_Tapper",2020,12,25,"cnn",34,1050,1,0,6.95654544315157,34,0,41
"cnn",44,1651,"State_of_the_Union_With_Jake_Tapper",2020,16,31,"cnn",35,1651,1,0,7.40913644392013,35,0,41
"cnn",45,384,"State_of_the_Union_With_Jake_Tapper",2020,7,8,"cnn",36,384,1,0,5.95064255258773,36,0,41
"cnn",51,449,"State_of_the_Union_With_Jake_Tapper",2020,6,16,"cnn",42,449,1,0,6.10702288774225,42,0,41
"cnn",52,1544,"State_of_the_Union_With_Jake_Tapper",2020,3,58,"cnn",43,1544,1,0,7.34213173058472,43,0,41
"cnn",37,688,"The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",2020,1,30,"cnn",28,688,1,0,6.53378883793334,28,0,42
"cnn",51,1502,"The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",2020,2,70,"cnn",42,1502,1,0,7.31455283232408,42,0,43
"cnn",17,1156,"The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",2020,2,39,"cnn",8,1156,1,0,7.05272104923232,8,0,44
"cnn",17,780,"The_Color_of_COVID",2020,9,23,"cnn",8,780,1,0,6.65929391968364,8,0,45
"cnn",20,996,"The_Color_of_COVID",2020,5,27,"cnn",11,996,1,0,6.9037472575846,11,0,45
"cnn",51,2315,"The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",2020,11,251,"cnn",42,2315,1,0,7.74716496652033,42,0,46
"cnn",50,1409,"The_Electoral_College_Vote_CNN_Special_Coverage",2020,15,74,"cnn",41,1409,1,0,7.25063551189868,41,0,47
"cnn",12,5376,"The_Lead_With_Jake_Tapper",2020,48,286,"cnn",3,5376,1,0,8.58969988220299,3,0,48
"cnn",13,5641,"The_Lead_With_Jake_Tapper",2020,60,290,"cnn",4,5641,1,0,8.63781663373998,4,0,48
"cnn",14,2823,"The_Lead_With_Jake_Tapper",2020,39,109,"cnn",5,2823,1,0,7.94555542825349,5,0,48
"cnn",15,1727,"The_Lead_With_Jake_Tapper",2020,15,42,"cnn",6,1727,1,0,7.45414107814668,6,0,48
"cnn",16,2352,"The_Lead_With_Jake_Tapper",2020,23,106,"cnn",7,2352,1,0,7.76302130901852,7,0,48
"cnn",17,5518,"The_Lead_With_Jake_Tapper",2020,53,233,"cnn",8,5518,1,0,8.61577075477723,8,0,48
"cnn",18,3089,"The_Lead_With_Jake_Tapper",2020,57,180,"cnn",9,3089,1,0,8.03560269291858,9,0,48
"cnn",19,1771,"The_Lead_With_Jake_Tapper",2020,15,81,"cnn",10,1771,1,0,7.47929963778283,10,0,48
"cnn",20,4575,"The_Lead_With_Jake_Tapper",2020,56,221,"cnn",11,4575,1,0,8.42836197770962,11,0,48
"cnn",21,1344,"The_Lead_With_Jake_Tapper",2020,31,36,"cnn",12,1344,1,0,7.20340552108309,12,0,48
"cnn",22,301,"The_Lead_With_Jake_Tapper",2020,4,6,"cnn",13,301,1,0,5.70711026474888,13,0,48
"cnn",23,1038,"The_Lead_With_Jake_Tapper",2020,14,47,"cnn",14,1038,1,0,6.94505106372583,14,0,48
"cnn",24,2306,"The_Lead_With_Jake_Tapper",2020,13,110,"cnn",15,2306,1,0,7.743269700829,15,0,48
"cnn",25,2062,"The_Lead_With_Jake_Tapper",2020,25,64,"cnn",16,2062,1,0,7.63143166457691,16,0,48
"cnn",26,4530,"The_Lead_With_Jake_Tapper",2020,47,231,"cnn",17,4530,1,0,8.41847721847708,17,0,48
"cnn",27,4248,"The_Lead_With_Jake_Tapper",2020,41,172,"cnn",18,4248,1,0,8.35420356292178,18,0,48
"cnn",28,5329,"The_Lead_With_Jake_Tapper",2020,52,241,"cnn",19,5329,1,0,8.58091888229678,19,0,48
"cnn",29,7975,"The_Lead_With_Jake_Tapper",2020,71,292,"cnn",20,7975,1,0,8.98406692765304,20,0,48
"cnn",30,2187,"The_Lead_With_Jake_Tapper",2020,32,61,"cnn",21,2187,1,0,7.69028602067677,21,0,48
"cnn",31,3937,"The_Lead_With_Jake_Tapper",2020,59,169,"cnn",22,3937,1,0,8.27817429094374,22,0,48
"cnn",32,1267,"The_Lead_With_Jake_Tapper",2020,6,64,"cnn",23,1267,1,0,7.14440718032114,23,0,48
"cnn",33,6135,"The_Lead_With_Jake_Tapper",2020,60,223,"cnn",24,6135,1,0,8.72176535714501,24,0,48
"cnn",34,4778,"The_Lead_With_Jake_Tapper",2020,42,200,"cnn",25,4778,1,0,8.47177732788576,25,0,48
"cnn",35,3400,"The_Lead_With_Jake_Tapper",2020,41,145,"cnn",26,3400,1,0,8.13153071060425,26,0,48
"cnn",36,1066,"The_Lead_With_Jake_Tapper",2020,6,24,"cnn",27,1066,1,0,6.97166860472579,27,0,48
"cnn",37,4462,"The_Lead_With_Jake_Tapper",2020,49,98,"cnn",28,4462,1,0,8.40335237499248,28,0,48
"cnn",38,2089,"The_Lead_With_Jake_Tapper",2020,18,57,"cnn",29,2089,1,0,7.64444076155657,29,0,48
"cnn",39,1857,"The_Lead_With_Jake_Tapper",2020,10,67,"cnn",30,1857,1,0,7.52671756135271,30,0,48
"cnn",40,3270,"The_Lead_With_Jake_Tapper",2020,22,134,"cnn",31,3270,1,0,8.0925452638913,31,0,48
"cnn",41,3443,"The_Lead_With_Jake_Tapper",2020,15,140,"cnn",32,3443,1,0,8.14409846333852,32,0,48
"cnn",42,6791,"The_Lead_With_Jake_Tapper",2020,65,340,"cnn",33,6791,1,0,8.82335348511379,33,0,48
"cnn",43,4359,"The_Lead_With_Jake_Tapper",2020,64,165,"cnn",34,4359,1,0,8.37999795223839,34,0,48
"cnn",44,393,"The_Lead_With_Jake_Tapper",2020,6,16,"cnn",35,393,1,0,5.97380961186926,35,0,48
"cnn",46,4543,"The_Lead_With_Jake_Tapper",2020,46,183,"cnn",37,4543,1,0,8.4213428657594,37,0,48
"cnn",47,4870,"The_Lead_With_Jake_Tapper",2020,48,166,"cnn",38,4870,1,0,8.49084921607663,38,0,48
"cnn",48,2258,"The_Lead_With_Jake_Tapper",2020,25,125,"cnn",39,2258,1,0,7.72223474470961,39,0,48
"cnn",49,6266,"The_Lead_With_Jake_Tapper",2020,71,338,"cnn",40,6266,1,0,8.74289347151214,40,0,48
